A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel
Elinor,Marianne,82,83,well marianne for one morning i think you have done pretty well you have already ascertained mr willoughby s opinion in almost every matter of importance you know what he thinks of cowper and scott you are certain of his estimating their beauties as he ought and you have received every assurance of his admiring pope no more than is proper but how is your acquaintance to be long supported under such extraordinary despatch of every subject for discourse you will soon have exhausted each favourite topic another meeting will suffice to explain his sentiments on picturesque beauty and second marriages and then you can have nothing farther to ask,elinor is this fair is this just are my ideas so scanty but i see what you mean i have been too much at my ease too happy too frank i have erred against every common place notion of decorum i have been open and sincere where i ought to have been reserved spiritless dull and deceitful had i talked only of the weather and the roads and had i spoken only once in ten minutes this reproach would have been spared,Marianne; Mrs. Dashwood,F,major,F,major,SenseAndSensibility
Marianne,Mrs. Dashwood,83,84,elinor is this fair is this just are my ideas so scanty but i see what you mean i have been too much at my ease too happy too frank i have erred against every common place notion of decorum i have been open and sincere where i ought to have been reserved spiritless dull and deceitful had i talked only of the weather and the roads and had i spoken only once in ten minutes this reproach would have been spared,my love you must not be offended with elinor she was only in jest i should scold her myself if she were capable of wishing to check the delight of your conversation with our new friend,Elinor; Mrs. Dashwood,F,major,F,intermediate,SenseAndSensibility
Mr. Willoughby,Marianne,85,86,brandon is just the kind of man whom every body speaks well of and nobody cares about whom all are delighted to see and nobody remembers to talk to,that is exactly what i think of him,Elinor; Marianne,M,intermediate,F,major,SenseAndSensibility
Marianne,Elinor,86,87,that is exactly what i think of him,do not boast of it however for it is injustice in both of you he is highly esteemed by all the family at the park and i never see him myself without taking pains to converse with him,Elinor; Mr. Willoughby,F,major,F,major,SenseAndSensibility
Elinor,Mr. Willoughby,87,88,do not boast of it however for it is injustice in both of you he is highly esteemed by all the family at the park and i never see him myself without taking pains to converse with him,that he is patronised by you is certainly in his favour but as for the esteem of the others it is a reproach in itself who would submit to the indignity of being approved by such a woman as lady middleton and mrs jennings that could command the indifference of any body else,Marianne; Mr. Willoughby,F,major,M,intermediate,SenseAndSensibility
Mr. Willoughby,Elinor,88,89,that he is patronised by you is certainly in his favour but as for the esteem of the others it is a reproach in itself who would submit to the indignity of being approved by such a woman as lady middleton and mrs jennings that could command the indifference of any body else,but perhaps the abuse of such people as yourself and marianne will make amends for the regard of lady middleton and her mother if their praise is censure your censure may be praise for they are not more undiscerning than you are prejudiced and unjust,Elinor; Marianne,M,intermediate,F,major,SenseAndSensibility
Elinor,Mr. Willoughby,89,90,but perhaps the abuse of such people as yourself and marianne will make amends for the regard of lady middleton and her mother if their praise is censure your censure may be praise for they are not more undiscerning than you are prejudiced and unjust,in defence of your prot g you can even be saucy,Marianne; Mr. Willoughby,F,major,M,intermediate,SenseAndSensibility
Mr. Willoughby,Elinor,90,91,in defence of your prot g you can even be saucy,my prot g as you call him is a sensible man and sense will always have attractions for me yes marianne even in a man between thirty and forty he has seen a great deal of the world has been abroad has read and has a thinking mind i have found him capable of giving me much information on various subjects and he has always answered my inquiries with readiness of good breeding and good nature,Elinor; Marianne,M,intermediate,F,major,SenseAndSensibility
Elinor,Marianne,91,92,my prot g as you call him is a sensible man and sense will always have attractions for me yes marianne even in a man between thirty and forty he has seen a great deal of the world has been abroad has read and has a thinking mind i have found him capable of giving me much information on various subjects and he has always answered my inquiries with readiness of good breeding and good nature,that is to say he has told you that in the east indies the climate is hot and the mosquitoes are troublesome,Marianne; Mr. Willoughby,F,major,F,major,SenseAndSensibility
Marianne,Elinor,92,93,that is to say he has told you that in the east indies the climate is hot and the mosquitoes are troublesome,he would have told me so i doubt not had i made any such inquiries but they happened to be points on which i had been previously informed,Elinor; Mr. Willoughby,F,major,F,major,SenseAndSensibility
Elinor,Mr. Willoughby,93,94,he would have told me so i doubt not had i made any such inquiries but they happened to be points on which i had been previously informed,perhaps his observations may have extended to the existence of nabobs gold mohrs and palanquins,Marianne; Mr. Willoughby,F,major,M,intermediate,SenseAndSensibility
Mr. Willoughby,Elinor,94,95,perhaps his observations may have extended to the existence of nabobs gold mohrs and palanquins,i may venture to say that his observations have stretched much further than your candour but why should you dislike him,Elinor; Marianne,M,intermediate,F,major,SenseAndSensibility
Elinor,Mr. Willoughby,95,96,i may venture to say that his observations have stretched much further than your candour but why should you dislike him,i do not dislike him i consider him on the contrary as a very respectable man who has every body s good word and nobody s notice who has more money than he can spend more time than he knows how to employ and two new coats every year,Marianne; Mr. Willoughby,F,major,M,intermediate,SenseAndSensibility
Mr. Willoughby,Marianne,96,97,i do not dislike him i consider him on the contrary as a very respectable man who has every body s good word and nobody s notice who has more money than he can spend more time than he knows how to employ and two new coats every year,add to which that he has neither genius taste nor spirit that his understanding has no brilliancy his feelings no ardour and his voice no expression,Elinor; Marianne,M,intermediate,F,major,SenseAndSensibility
Marianne,Elinor,97,98,add to which that he has neither genius taste nor spirit that his understanding has no brilliancy his feelings no ardour and his voice no expression,you decide on his imperfections so much in the mass and so much on the strength of your own imagination that the commendation i am able to give of him is comparatively cold and insipid i can only pronounce him to be a sensible man well bred well informed of gentle address and i believe possessing an amiable heart,Elinor; Mr. Willoughby,F,major,F,major,SenseAndSensibility
Elinor,Mr. Willoughby,98,99,you decide on his imperfections so much in the mass and so much on the strength of your own imagination that the commendation i am able to give of him is comparatively cold and insipid i can only pronounce him to be a sensible man well bred well informed of gentle address and i believe possessing an amiable heart,miss dashwood you are now using me unkindly you are endeavouring to disarm me by reason and to convince me against my will but it will not do you shall find me as stubborn as you can be artful i have three unanswerable reasons for disliking colonel brandon he threatened me with rain when i wanted it to be fine he has found fault with the hanging of my curricle and i cannot persuade him to buy my brown mare if it will be any satisfaction to you however to be told that i believe his character to be in other respects irreproachable i am ready to confess it and in return for an acknowledgment which must give me some pain you cannot deny me the privilege of disliking him as much as ever,Marianne; Mr. Willoughby,F,major,M,intermediate,SenseAndSensibility
Colonel Brandon,Elinor,100,101,your sister i understand does not approve of second attachments,no her opinions are all romantic,Elinor,M,intermediate,F,major,SenseAndSensibility
Elinor,Colonel Brandon,101,102,no her opinions are all romantic,or rather as i believe she considers them impossible to exist,Colonel Brandon,F,major,M,intermediate,SenseAndSensibility
Colonel Brandon,Elinor,102,103,or rather as i believe she considers them impossible to exist,i believe she does but how she contrives it without reflecting on the character of her own father who had himself two wives i know not a few years however will settle her opinions on the reasonable basis of common sense and observation and then they may be more easy to define and to justify than they now are by any body but herself,Elinor,M,intermediate,F,major,SenseAndSensibility
Elinor,Colonel Brandon,103,104,i believe she does but how she contrives it without reflecting on the character of her own father who had himself two wives i know not a few years however will settle her opinions on the reasonable basis of common sense and observation and then they may be more easy to define and to justify than they now are by any body but herself,this will probably be the case and yet there is something so amiable in the prejudices of a young mind that one is sorry to see them give way to the reception of more general opinions,Colonel Brandon,F,major,M,intermediate,SenseAndSensibility
Colonel Brandon,Elinor,104,105,this will probably be the case and yet there is something so amiable in the prejudices of a young mind that one is sorry to see them give way to the reception of more general opinions,i cannot agree with you there there are inconveniences attending such feelings as marianne s which all the charms of enthusiasm and ignorance of the world cannot atone for her systems have all the unfortunate tendency of setting propriety at nought and a better acquaintance with the world is what i look forward to as her greatest possible advantage,Elinor,M,intermediate,F,major,SenseAndSensibility
Elinor,Colonel Brandon,105,106,i cannot agree with you there there are inconveniences attending such feelings as marianne s which all the charms of enthusiasm and ignorance of the world cannot atone for her systems have all the unfortunate tendency of setting propriety at nought and a better acquaintance with the world is what i look forward to as her greatest possible advantage,does your sister make no distinction in her objections against a second attachment or is it equally criminal in every body are those who have been disappointed in their first choice whether from the inconstancy of its object or the perverseness of circumstances to be equally indifferent during the rest of their lives,Colonel Brandon,F,major,M,intermediate,SenseAndSensibility
Colonel Brandon,Elinor,106,107,does your sister make no distinction in her objections against a second attachment or is it equally criminal in every body are those who have been disappointed in their first choice whether from the inconstancy of its object or the perverseness of circumstances to be equally indifferent during the rest of their lives,upon my word i am not acquainted with the minutiae of her principles i only know that i never yet heard her admit any instance of a second attachment s being pardonable,Elinor,M,intermediate,F,major,SenseAndSensibility
Elinor,Colonel Brandon,107,108,upon my word i am not acquainted with the minutiae of her principles i only know that i never yet heard her admit any instance of a second attachment s being pardonable,this cannot hold but a change a total change of sentiments no no do not desire it for when the romantic refinements of a young mind are obliged to give way how frequently are they succeeded by such opinions as are but too common and too dangerous i speak from experience i once knew a lady who in temper and mind greatly resembled your sister who thought and judged like her but who from an enforced change from a series of unfortunate circumstances,Colonel Brandon,F,major,M,intermediate,SenseAndSensibility
Margaret,Elinor,111,112,oh elinor i have such a secret to tell you about marianne i am sure she will be married to mr willoughby very soon,you have said so almost every day since they first met on high church down and they had not known each other a week i believe before you were certain that marianne wore his picture round her neck but it turned out to be only the miniature of our great uncle,Elinor,F,minor,F,major,SenseAndSensibility
Elinor,Margaret,112,113,you have said so almost every day since they first met on high church down and they had not known each other a week i believe before you were certain that marianne wore his picture round her neck but it turned out to be only the miniature of our great uncle,but indeed this is quite another thing i am sure they will be married very soon for he has got a lock of her hair,Margaret,F,major,F,minor,SenseAndSensibility
Margaret,Elinor,113,114,but indeed this is quite another thing i am sure they will be married very soon for he has got a lock of her hair,take care margaret it may be only the hair of some great uncle of his,Elinor,F,minor,F,major,SenseAndSensibility
Elinor,Margaret,114,115,take care margaret it may be only the hair of some great uncle of his,but indeed elinor it is marianne s i am almost sure it is for i saw him cut it off last night after tea when you and mama went out of the room they were whispering and talking together as fast as could be and he seemed to be begging something of her and presently he took up her scissors and cut off a long lock of her hair for it was all tumbled down her back and he kissed it and folded it up in a piece of white paper and put it into his pocket book,Margaret,F,major,F,minor,SenseAndSensibility
Margaret,Marianne,116,117,i must not tell may i elinor,remember that whatever your conjectures may be you have no right to repeat them,Colonel Brandon; Elinor; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,F,minor,F,major,SenseAndSensibility
Marianne,Margaret,117,118,remember that whatever your conjectures may be you have no right to repeat them,i never had any conjectures about it it was you who told me of it yourself,Colonel Brandon; Elinor; Lady Middleton; Margaret; Mr. Willoughby; Mrs. Jennings,F,major,F,minor,SenseAndSensibility
Margaret,Mrs. Jennings,118,119,i never had any conjectures about it it was you who told me of it yourself,oh pray miss margaret let us know all about it what is the gentleman s name,Colonel Brandon; Elinor; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,F,minor,F,intermediate,SenseAndSensibility
Mrs. Jennings,Margaret,119,120,oh pray miss margaret let us know all about it what is the gentleman s name,i must not tell ma am but i know very well what it is and i know where he is too,Colonel Brandon; Elinor; Lady Middleton; Margaret; Marianne; Mr. Willoughby,F,intermediate,F,minor,SenseAndSensibility
Margaret,Mrs. Jennings,120,121,i must not tell ma am but i know very well what it is and i know where he is too,yes yes we can guess where he is at his own house at norland to be sure he is the curate of the parish i dare say,Colonel Brandon; Elinor; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,F,minor,F,intermediate,SenseAndSensibility
Mrs. Jennings,Margaret,121,122,yes yes we can guess where he is at his own house at norland to be sure he is the curate of the parish i dare say,no that he is not he is of no profession at all,Colonel Brandon; Elinor; Lady Middleton; Margaret; Marianne; Mr. Willoughby,F,intermediate,F,minor,SenseAndSensibility
Margaret,Marianne,122,123,no that he is not he is of no profession at all,margaret you know that all this is an invention of your own and that there is no such person in existence,Colonel Brandon; Elinor; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,F,minor,F,major,SenseAndSensibility
Marianne,Margaret,123,124,margaret you know that all this is an invention of your own and that there is no such person in existence,well then he is lately dead marianne for i am sure there was such a man once and his name begins with an f,Colonel Brandon; Elinor; Lady Middleton; Margaret; Mr. Willoughby; Mrs. Jennings,F,major,F,minor,SenseAndSensibility
John Middleton,Lady Middleton,125,126,what is the matter with brandon,i hope he has had no bad news it must be something extraordinary that could make colonel brandon leave my breakfast table so suddenly,Elinor; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,minor,SenseAndSensibility
Lady Middleton,Mrs. Jennings,126,127,i hope he has had no bad news it must be something extraordinary that could make colonel brandon leave my breakfast table so suddenly,no bad news colonel i hope,Elinor; John Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,F,minor,F,intermediate,SenseAndSensibility
Mrs. Jennings,Colonel Brandon,127,128,no bad news colonel i hope,none at all ma am i thank you,Colonel Brandon; Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby,F,intermediate,M,intermediate,SenseAndSensibility
Colonel Brandon,Mrs. Jennings,128,129,none at all ma am i thank you,was it from avignon i hope it is not to say that your sister is worse,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,intermediate,SenseAndSensibility
Mrs. Jennings,Colonel Brandon,129,130,was it from avignon i hope it is not to say that your sister is worse,no ma am it came from town and is merely a letter of business,Colonel Brandon; Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby,F,intermediate,M,intermediate,SenseAndSensibility
Colonel Brandon,Mrs. Jennings,130,131,no ma am it came from town and is merely a letter of business,but how came the hand to discompose you so much if it was only a letter of business come come this won t do colonel so let us hear the truth of it,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,intermediate,SenseAndSensibility
Mrs. Jennings,Lady Middleton,131,132,but how came the hand to discompose you so much if it was only a letter of business come come this won t do colonel so let us hear the truth of it,my dear madam recollect what you are saying,Colonel Brandon; Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby,F,intermediate,F,minor,SenseAndSensibility
Lady Middleton,Mrs. Jennings,132,133,my dear madam recollect what you are saying,perhaps it is to tell you that your cousin fanny is married,Colonel Brandon; Elinor; John Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,F,minor,F,intermediate,SenseAndSensibility
Mrs. Jennings,Colonel Brandon,133,134,perhaps it is to tell you that your cousin fanny is married,no indeed it is not,Colonel Brandon; Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby,F,intermediate,M,intermediate,SenseAndSensibility
Colonel Brandon,Mrs. Jennings,134,135,no indeed it is not,well then i know who it is from colonel and i hope she is well,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,intermediate,SenseAndSensibility
Mrs. Jennings,Colonel Brandon,135,136,well then i know who it is from colonel and i hope she is well,whom do you mean ma am,Colonel Brandon; Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby,F,intermediate,M,intermediate,SenseAndSensibility
Colonel Brandon,Mrs. Jennings,136,137,whom do you mean ma am,oh you know who i mean,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,intermediate,SenseAndSensibility
Mrs. Jennings,Colonel Brandon,137,138,oh you know who i mean,i am particularly sorry ma am that i should receive this letter today for it is on business which requires my immediate attendance in town,Colonel Brandon; Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby,F,intermediate,M,intermediate,SenseAndSensibility
Colonel Brandon,Mrs. Jennings,138,139,i am particularly sorry ma am that i should receive this letter today for it is on business which requires my immediate attendance in town,in town what can you have to do in town at this time of year,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,intermediate,SenseAndSensibility
Mrs. Jennings,Colonel Brandon,139,140,in town what can you have to do in town at this time of year,my own loss is great in being obliged to leave so agreeable a party but i am the more concerned as i fear my presence is necessary to gain your admittance at whitwell,Colonel Brandon; Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby,F,intermediate,M,intermediate,SenseAndSensibility
Colonel Brandon,Marianne,140,141,my own loss is great in being obliged to leave so agreeable a party but i am the more concerned as i fear my presence is necessary to gain your admittance at whitwell,but if you write a note to the housekeeper mr brandon will it not be sufficient,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,major,SenseAndSensibility
Marianne,John Middleton,141,142,but if you write a note to the housekeeper mr brandon will it not be sufficient,we must go it shall not be put off when we are so near it you cannot go to town till tomorrow brandon that is all,Colonel Brandon; Elinor; John Middleton; Lady Middleton; Mr. Willoughby; Mrs. Jennings,F,major,M,intermediate,SenseAndSensibility
John Middleton,Colonel Brandon,142,143,we must go it shall not be put off when we are so near it you cannot go to town till tomorrow brandon that is all,i wish it could be so easily settled but it is not in my power to delay my journey for one day,Colonel Brandon; Elinor; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,M,intermediate,SenseAndSensibility
Colonel Brandon,Mrs. Jennings,143,144,i wish it could be so easily settled but it is not in my power to delay my journey for one day,if you would but let us know what your business is we might see whether it could be put off or not,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,intermediate,SenseAndSensibility
Mrs. Jennings,Mr. Willoughby,144,145,if you would but let us know what your business is we might see whether it could be put off or not,you would not be six hours later if you were to defer your journey till our return,Colonel Brandon; Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby,F,intermediate,M,intermediate,SenseAndSensibility
Mr. Willoughby,Colonel Brandon,145,146,you would not be six hours later if you were to defer your journey till our return,i cannot afford to lose one hour,Colonel Brandon; Elinor; John Middleton; Lady Middleton; Marianne; Mrs. Jennings,M,intermediate,M,intermediate,SenseAndSensibility
Colonel Brandon,Mr. Willoughby,146,147,i cannot afford to lose one hour,there are some people who cannot bear a party of pleasure brandon is one of them he was afraid of catching cold i dare say and invented this trick for getting out of it i would lay fifty guineas the letter was of his own writing,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,M,intermediate,SenseAndSensibility
Mr. Willoughby,Marianne,147,148,there are some people who cannot bear a party of pleasure brandon is one of them he was afraid of catching cold i dare say and invented this trick for getting out of it i would lay fifty guineas the letter was of his own writing,i have no doubt of it,Marianne,M,intermediate,F,major,SenseAndSensibility
John Middleton,Lady Middleton,149,150,there is no persuading you to change your mind brandon i know of old when once you are determined on anything but however i hope you will think better of it consider here are the two miss careys come over from newton the three miss dashwoods walked up from the cottage and mr willoughby got up two hours before his usual time on purpose to go to whitwell well then when will you come back again,i hope we shall see you at barton as soon as you can conveniently leave town and we must put off the party to whitwell till you return,Colonel Brandon; Elinor; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,minor,SenseAndSensibility
Lady Middleton,Colonel Brandon,150,151,i hope we shall see you at barton as soon as you can conveniently leave town and we must put off the party to whitwell till you return,you are very obliging but it is so uncertain when i may have it in my power to return that i dare not engage for it at all,Colonel Brandon; Elinor; John Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,F,minor,M,intermediate,SenseAndSensibility
Colonel Brandon,John Middleton,151,152,you are very obliging but it is so uncertain when i may have it in my power to return that i dare not engage for it at all,oh he must and shall come back if he is not here by the end of the week i shall go after him,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,M,intermediate,SenseAndSensibility
John Middleton,Mrs. Jennings,152,153,oh he must and shall come back if he is not here by the end of the week i shall go after him,ay so do sir john and then perhaps you may find out what his business is,Colonel Brandon; Elinor; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,intermediate,SenseAndSensibility
Mrs. Jennings,John Middleton,153,154,ay so do sir john and then perhaps you may find out what his business is,i do not want to pry into other men s concerns i suppose it is something he is ashamed of you do not go to town on horseback do you,Colonel Brandon; Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby,F,intermediate,M,intermediate,SenseAndSensibility
John Middleton,Colonel Brandon,154,155,i do not want to pry into other men s concerns i suppose it is something he is ashamed of you do not go to town on horseback do you,no only to honiton i shall then go post,Colonel Brandon; Elinor; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,M,intermediate,SenseAndSensibility
Colonel Brandon,John Middleton,155,156,no only to honiton i shall then go post,well as you are resolved to go i wish you a good journey but you had better change your mind,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,M,intermediate,SenseAndSensibility
John Middleton,Colonel Brandon,156,157,well as you are resolved to go i wish you a good journey but you had better change your mind,i assure you it is not in my power is there no chance of my seeing you and your sisters in town this winter miss dashwood,Colonel Brandon; Elinor; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,M,intermediate,SenseAndSensibility
Colonel Brandon,Elinor,157,158,i assure you it is not in my power is there no chance of my seeing you and your sisters in town this winter miss dashwood,i am afraid none at all,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,major,SenseAndSensibility
Elinor,Colonel Brandon,158,159,i am afraid none at all,then i must bid you farewell for a longer time than i should wish to do,Colonel Brandon; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,F,major,M,intermediate,SenseAndSensibility
Colonel Brandon,Mrs. Jennings,159,160,then i must bid you farewell for a longer time than i should wish to do,come colonel before you go do let us know what you are going about,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,intermediate,SenseAndSensibility
Mrs. Jennings,Marianne,161,162,i can guess what his business is however yes it is about miss williams i am sure,and who is miss williams,Elinor; Lady Middleton; Marianne; Mr. Willoughby,F,intermediate,F,major,SenseAndSensibility
Marianne,Mrs. Jennings,162,163,and who is miss williams,what do not you know who miss williams is i am sure you must have heard of her before she is a relation of the colonel s my dear a very near relation we will not say how near for fear of shocking the young ladies,Elinor; Lady Middleton; Mr. Willoughby; Mrs. Jennings,F,major,F,intermediate,SenseAndSensibility
Mrs. Jennings,Marianne,167,168,i have found you out in spite of all your tricks i know where you spent the morning,where pray,Elinor; Marianne; Mr. Willoughby,F,intermediate,F,major,SenseAndSensibility
Marianne,Mr. Willoughby,168,169,where pray,did not you know that we had been out in my curricle,Elinor; Mr. Willoughby; Mrs. Jennings,F,major,M,intermediate,SenseAndSensibility
Mr. Willoughby,Mrs. Jennings,169,170,did not you know that we had been out in my curricle,yes yes mr impudence i know that very well and i was determined to find out where you had been to i hope you like your house miss marianne it is a very large one i know and when i come to see you i hope you will have new furnished it for it wanted it very much when i was there six years ago,Elinor; Marianne; Mrs. Jennings,M,intermediate,F,intermediate,SenseAndSensibility
Mrs. Jennings,Marianne,170,171,yes yes mr impudence i know that very well and i was determined to find out where you had been to i hope you like your house miss marianne it is a very large one i know and when i come to see you i hope you will have new furnished it for it wanted it very much when i was there six years ago,why should you imagine elinor that we did not go there or that we did not see the house is not it what you have often wished to do yourself,Elinor; Marianne; Mr. Willoughby,F,intermediate,F,major,SenseAndSensibility
Marianne,Elinor,171,172,why should you imagine elinor that we did not go there or that we did not see the house is not it what you have often wished to do yourself,yes marianne but i would not go while mrs smith was there and with no other companion than mr willoughby,Elinor,F,major,F,major,SenseAndSensibility
Elinor,Marianne,172,173,yes marianne but i would not go while mrs smith was there and with no other companion than mr willoughby,mr willoughby however is the only person who can have a right to show that house and as he went in an open carriage it was impossible to have any other companion i never spent a pleasanter morning in my life,Marianne,F,major,F,major,SenseAndSensibility
Marianne,Elinor,173,174,mr willoughby however is the only person who can have a right to show that house and as he went in an open carriage it was impossible to have any other companion i never spent a pleasanter morning in my life,i am afraid that the pleasantness of an employment does not always evince its propriety,Elinor,F,major,F,major,SenseAndSensibility
Elinor,Marianne,174,175,i am afraid that the pleasantness of an employment does not always evince its propriety,on the contrary nothing can be a stronger proof of it elinor for if there had been any real impropriety in what i did i should have been sensible of it at the time for we always know when we are acting wrong and with such a conviction i could have had no pleasure,Marianne,F,major,F,major,SenseAndSensibility
Marianne,Elinor,175,176,on the contrary nothing can be a stronger proof of it elinor for if there had been any real impropriety in what i did i should have been sensible of it at the time for we always know when we are acting wrong and with such a conviction i could have had no pleasure,but my dear marianne as it has already exposed you to some very impertinent remarks do you not now begin to doubt the discretion of your own conduct,Elinor,F,major,F,major,SenseAndSensibility
Elinor,Marianne,176,177,but my dear marianne as it has already exposed you to some very impertinent remarks do you not now begin to doubt the discretion of your own conduct,if the impertinent remarks of mrs jennings are to be the proof of impropriety in conduct we are all offending every moment of our lives i value not her censure any more than i should do her commendation i am not sensible of having done anything wrong in walking over mrs smith s grounds or in seeing her house they will one day be mr willoughby s and,Marianne,F,major,F,major,SenseAndSensibility
Marianne,Elinor,177,178,if the impertinent remarks of mrs jennings are to be the proof of impropriety in conduct we are all offending every moment of our lives i value not her censure any more than i should do her commendation i am not sensible of having done anything wrong in walking over mrs smith s grounds or in seeing her house they will one day be mr willoughby s and,if they were one day to be your own marianne you would not be justified in what you have done,Elinor,F,major,F,major,SenseAndSensibility
Elinor,Marianne,178,179,if they were one day to be your own marianne you would not be justified in what you have done,perhaps elinor it was rather ill judged in me to go to allenham but mr willoughby wanted particularly to show me the place and it is a charming house i assure you there is one remarkably pretty sitting room up stairs of a nice comfortable size for constant use and with modern furniture it would be delightful it is a corner room and has windows on two sides on one side you look across the bowling green behind the house to a beautiful hanging wood and on the other you have a view of the church and village and beyond them of those fine bold hills that we have so often admired i did not see it to advantage for nothing could be more forlorn than the furniture but if it were newly fitted up a couple of hundred pounds willoughby says would make it one of the pleasantest summer rooms in england,Marianne,F,major,F,major,SenseAndSensibility
Mr. Willoughby,Elinor,181,182,what improve this dear cottage no that i will never consent to not a stone must be added to its walls not an inch to its size if my feelings are regarded,do not be alarmed nothing of the kind will be done for my mother will never have money enough to attempt it,Elinor; Marianne; Mrs. Dashwood,M,intermediate,F,major,SenseAndSensibility
Elinor,Mr. Willoughby,182,183,do not be alarmed nothing of the kind will be done for my mother will never have money enough to attempt it,i am heartily glad of it may she always be poor if she can employ her riches no better,Marianne; Mr. Willoughby; Mrs. Dashwood,F,major,M,intermediate,SenseAndSensibility
Mr. Willoughby,Elinor,183,184,i am heartily glad of it may she always be poor if she can employ her riches no better,thank you willoughby but you may be assured that i would not sacrifice one sentiment of local attachment of yours or of any one whom i loved for all the improvements in the world depend upon it that whatever unemployed sum may remain when i make up my accounts in the spring i would even rather lay it uselessly by than dispose of it in a manner so painful to you but are you really so attached to this place as to see no defect in it,Elinor; Marianne; Mrs. Dashwood,M,intermediate,F,major,SenseAndSensibility
Elinor,Mr. Willoughby,184,185,thank you willoughby but you may be assured that i would not sacrifice one sentiment of local attachment of yours or of any one whom i loved for all the improvements in the world depend upon it that whatever unemployed sum may remain when i make up my accounts in the spring i would even rather lay it uselessly by than dispose of it in a manner so painful to you but are you really so attached to this place as to see no defect in it,i am to me it is faultless nay more i consider it as the only form of building in which happiness is attainable and were i rich enough i would instantly pull combe down and build it up again in the exact plan of this cottage,Marianne; Mr. Willoughby; Mrs. Dashwood,F,major,M,intermediate,SenseAndSensibility
Mr. Willoughby,Elinor,185,186,i am to me it is faultless nay more i consider it as the only form of building in which happiness is attainable and were i rich enough i would instantly pull combe down and build it up again in the exact plan of this cottage,with dark narrow stairs and a kitchen that smokes i suppose,Elinor; Marianne; Mrs. Dashwood,M,intermediate,F,major,SenseAndSensibility
Elinor,Mr. Willoughby,186,187,with dark narrow stairs and a kitchen that smokes i suppose,yes with all and every thing belonging to it in no one convenience or inconvenience about it should the least variation be perceptible then and then only under such a roof i might perhaps be as happy at combe as i have been at barton,Marianne; Mr. Willoughby; Mrs. Dashwood,F,major,M,intermediate,SenseAndSensibility
Mr. Willoughby,Elinor,187,188,yes with all and every thing belonging to it in no one convenience or inconvenience about it should the least variation be perceptible then and then only under such a roof i might perhaps be as happy at combe as i have been at barton,i flatter myself that even under the disadvantage of better rooms and a broader staircase you will hereafter find your own house as faultless as you now do this,Elinor; Marianne; Mrs. Dashwood,M,intermediate,F,major,SenseAndSensibility
