A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel
Mrs. Gardiner,Mr. Gardiner,805,807,upon my word i begin to be of your uncle s opinion it is really too great a violation of decency honour and interest for him to be guilty of it i cannot think so very ill of wickham can you yourself lizzy so wholly give him up as to believe him capable of it,in the first place there is no absolute proof that they are not gone to scotland,Elizabeth; Mr. Gardiner,F,intermediate,M,minor,PrideAndPrejudice
Mr. Gardiner,Mrs. Gardiner,811,813,but can you think that lydia is so lost to every thing but love of him as to consent to live with him on any other terms than marriage,but you see that jane does not think so ill of wickham as to believe him capable of the attempt,Elizabeth; Mrs. Gardiner,M,minor,F,intermediate,PrideAndPrejudice
Mrs. Bennet,Elizabeth,831,833,oh my dear brother that is exactly what i could most wish for and now do when you get to town find them out wherever they may be and if they are not married already make them marry and as for wedding clothes do not let them wait for that but tell lydia she shall have as much money as she chuses to buy them after they are married and above all things keep mr bennet from fighting tell him what a dreadful state i am in that i am frightened out of my wits and have such tremblings such flutterings all over me such spasms in my side and pains in my head and such beatings at heart that i can get no rest by night nor by day and tell my dear lydia not to give any directions about her clothes till she has seen me for she does not know which are the best warehouses oh brother how kind you are i know you will contrive it all,but tell me all and every thing about it which i have not already heard give me farther particulars what did colonel forster say had they no apprehension of any thing before the elopement took place they must have seen them together for ever,Elizabeth; Jane; Mr. Gardiner; Mrs. Gardiner,F,major,F,major,PrideAndPrejudice
Elizabeth,Jane,853,855,she had better have stayed at home perhaps she meant well but under such a misfortune as this one cannot see too little of one s neighbours assistance is impossible condolence insufferable let them triumph over us at a distance and be satisfied,a gamester this is wholly unexpected i had not an idea of it,Jane,F,major,F,intermediate,PrideAndPrejudice
Elizabeth,Kitty,860,862,do you suppose them to be in london,and lydia used to want to go to london,Kitty; Mr. Bennet,F,major,F,minor,PrideAndPrejudice
Kitty,Mr. Bennet,862,864,and lydia used to want to go to london,this is a parade which does one good it gives such an elegance to misfortune another day i will do the same i will sit in my library in my night cap and powdering gown and give as much trouble as i can or perhaps i may defer it till kitty runs away,Elizabeth; Mr. Bennet,F,minor,M,intermediate,PrideAndPrejudice
Mr. Bennet,Kitty,863,865,she is happy then and her residence there will probably be of some duration lizzy i bear you no ill will for being justified in your advice to me last may which considering the event shews some greatness of mind,i am not going to run away papa if i should ever go to brighton i would behave better than lydia,Elizabeth; Kitty,M,intermediate,F,minor,PrideAndPrejudice
Mr. Bennet,Jane,866,868,you go to brighton i would not trust you so near it as east bourne for fifty pounds no kitty i have at last learnt to be cautious and you will feel the effects of it no officer is ever to enter my house again nor even to pass through the village balls will be absolutely prohibited unless you stand up with one of your sisters and you are never to stir out of doors till you can prove that you have spent ten minutes of every day in a rational manner well well do not make yourself unhappy if you are a good girl for the next ten years i will take you to a review at the end of them,what do you mean hill we have heard nothing from town,Elizabeth; Jane; Kitty,M,intermediate,F,intermediate,PrideAndPrejudice
Mrs. Hill,Elizabeth,869,871,dear madam don t you know there is an express come for master from mr gardiner he has been here this half hour and master has had a letter,oh papa what news what news have you heard from my uncle,Elizabeth; Jane,F,minor,F,major,PrideAndPrejudice
Elizabeth,Jane,873,875,well and what news does it bring good or bad,then it is as i always hoped they are married,Jane; Mr. Bennet,F,major,F,intermediate,PrideAndPrejudice
Mr. Bennet,Elizabeth,874,876,what is there of good to be expected but perhaps you would like to read it read it aloud for i hardly know myself what it is about,is it possible can it be possible that he will marry her,Elizabeth; Jane,M,intermediate,F,major,PrideAndPrejudice
Jane,Mr. Bennet,877,879,wickham is not so undeserving then as we have thought him my dear father i congratulate you,no but it must be done soon,Elizabeth; Mr. Bennet,F,intermediate,M,intermediate,PrideAndPrejudice
Mr. Bennet,Jane,879,881,no but it must be done soon,let me write for you if you dislike the trouble yourself,Elizabeth; Jane,M,intermediate,F,intermediate,PrideAndPrejudice
Elizabeth,Mr. Bennet,880,882,oh my dear father come back and write immediately consider how important every moment is in such a case,i dislike it very much but it must be done,Jane; Mr. Bennet,F,major,M,intermediate,PrideAndPrejudice
Jane,Elizabeth,881,883,let me write for you if you dislike the trouble yourself,and may i ask but the terms i suppose must be complied with,Elizabeth; Mr. Bennet,F,intermediate,F,major,PrideAndPrejudice
Elizabeth,Jane,885,887,and they must marry yet he is such a man,money my uncle what do you mean sir,Jane; Mr. Bennet,F,major,F,intermediate,PrideAndPrejudice
Jane,Elizabeth,887,889,money my uncle what do you mean sir,that is very true though it had not occurred to me before his debts to be discharged and something still to remain oh it must be my uncle s doings generous good man i am afraid he has distressed himself a small sum could not do all this,Elizabeth; Mr. Bennet,F,intermediate,F,major,PrideAndPrejudice
Mr. Bennet,Elizabeth,890,892,no wickham s a fool if he takes her with a farthing less than ten thousand pounds i should be sorry to think so ill of him in the very beginning of our relationship,and they are really to be married how strange this is and for this we are to be thankful that they should marry small as is their chance of happiness and wretched as is his character we are forced to rejoice oh lydia,Elizabeth; Jane,M,intermediate,F,major,PrideAndPrejudice
Elizabeth,Jane,891,893,ten thousand pounds heaven forbid how is half such a sum to be repaid,i comfort myself with thinking that he certainly would not marry lydia if he had not a real regard for her though our kind uncle has done something towards clearing him i cannot believe that ten thousand pounds or any thing like it has been advanced he has children of his own and may have more how could he spare half ten thousand pounds,Jane; Mr. Bennet,F,major,F,intermediate,PrideAndPrejudice
Mr. Bennet,Jane,899,901,take whatever you like and get away,for we must attribute this happy conclusion in a great measure to his kindness we are persuaded that he has pledged himself to assist mr wickham with money,Elizabeth; Jane,M,intermediate,F,intermediate,PrideAndPrejudice
Jane,Mrs. Bennet,901,903,for we must attribute this happy conclusion in a great measure to his kindness we are persuaded that he has pledged himself to assist mr wickham with money,i will go to meryton as soon as i am dressed and tell the good good news to my sister philips and as i come back i can call on lady lucas and mrs long kitty run down and order the carriage an airing would do me a great deal of good i am sure girls can i do any thing for you in meryton oh here comes hill my dear hill have you heard the good news miss lydia is going to be married and you shall all have a bowl of punch to make merry at her wedding,Elizabeth; Kitty; Mary; Mrs. Bennet,F,intermediate,F,major,PrideAndPrejudice
Mrs. Bennet,Elizabeth,910,912,i should like it beyond any thing,i thank you for my share of the favour but i do not particularly like your way of getting husbands,Elizabeth; George Wickham; Jane; Kitty; Lydia; Mary; Mr. Bennet,F,major,F,major,PrideAndPrejudice
Elizabeth,Jane,916,918,mr darcy,if it was to be secret say not another word on the subject you may depend upon my seeking no further,Jane; Lydia,F,major,F,intermediate,PrideAndPrejudice
Lydia,Elizabeth,917,919,oh yes he was to come there with wickham you know but gracious me i quite forgot i ought not to have said a word about it i promised them so faithfully what will wickham say it was to be such a secret,oh certainly we will ask you no questions,Elizabeth; Jane,F,intermediate,F,major,PrideAndPrejudice
Jane,Lydia,918,920,if it was to be secret say not another word on the subject you may depend upon my seeking no further,thank you for if you did i should certainly tell you all and then wickham would be angry,Elizabeth; Lydia,F,intermediate,F,intermediate,PrideAndPrejudice
Mrs. Bennet,Mr. Bennet,950,952,write to me very often my dear,he is as fine a fellow as ever i saw he simpers and smirks and makes love to us all i am prodigiously proud of him i defy even sir william lucas himself to produce a more valuable son in law,Elizabeth; George Wickham; Jane; Kitty; Lydia; Mary; Mr. Bennet,F,major,M,intermediate,PrideAndPrejudice
Lydia,Mrs. Bennet,951,953,as often as i can but you know married women have never much time for writing my sisters may write to me they will have nothing else to do,i often think that there is nothing so bad as parting with one s friends one seems so forlorn without them,Elizabeth; George Wickham; Kitty; Mary; Mr. Bennet; Mrs. Bennet,F,intermediate,F,major,PrideAndPrejudice
Mr. Bennet,Elizabeth,952,954,he is as fine a fellow as ever i saw he simpers and smirks and makes love to us all i am prodigiously proud of him i defy even sir william lucas himself to produce a more valuable son in law,this is the consequence you see madam of marrying a daughter it must make you better satisfied that your other four are single,Elizabeth; Kitty; Mary; Mrs. Bennet,M,intermediate,F,major,PrideAndPrejudice
Elizabeth,Mrs. Bennet,954,956,this is the consequence you see madam of marrying a daughter it must make you better satisfied that your other four are single,well well and so mr bingley is coming down sister well so much the better not that i care about it though he is nothing to us you know and i am sure i never want to see him again but however he is very welcome to come to netherfield if he likes it and who knows what may happen but that is nothing to us you know sister we agreed long ago never to mention a word about it and so is it quite certain he is coming,Mrs. Bennet,F,major,F,major,PrideAndPrejudice
Mrs. Bennet,Jane,956,958,well well and so mr bingley is coming down sister well so much the better not that i care about it though he is nothing to us you know and i am sure i never want to see him again but however he is very welcome to come to netherfield if he likes it and who knows what may happen but that is nothing to us you know sister we agreed long ago never to mention a word about it and so is it quite certain he is coming,i saw you look at me to day lizzy when my aunt told us of the present report and i know i appeared distressed but don t imagine it was from any silly cause i was only confused for the moment because i felt that i should be looked at i do assure you that the news does not affect me either with pleasure or pain i am glad of one thing that he comes alone because we shall see the less of him not that i am afraid of myself but i dread other people s remarks,Elizabeth; Jane; Mrs. Philips,F,major,F,intermediate,PrideAndPrejudice
Mrs. Philips,Elizabeth,957,959,you may depend on it for mrs nicholls was in meryton last night i saw her passing by and went out myself on purpose to know the truth of it and she told me that it was certain true he comes down on thursday at the latest very likely on wednesday she was going to the butcher s she told me on purpose to order in some meat on wednesday and she has got three couple of ducks just fit to be killed,yet it is hard that this poor man cannot come to a house which he has legally hired without raising all this speculation i will leave him to himself,Elizabeth; Mrs. Bennet,F,minor,F,major,PrideAndPrejudice
Kitty,Elizabeth,967,969,la it looks just like that man that used to be with him before mr what s his name that tall proud man,let me first see how he behaves it will then be early enough for expectation could i expect it to be otherwise yet why did he come,Elizabeth; Mrs. Bennet,F,minor,F,major,PrideAndPrejudice
Mrs. Bennet,Jane,972,974,you are quite a visit in my debt mr bingley for when you went to town last winter you promised to take a family dinner with us as soon as you returned i have not forgot you see and i assure you i was very much disappointed that you did not come back and keep your engagement,now that this first meeting is over i feel perfectly easy i know my own strength and i shall never be embarrassed again by his coming i am glad he dines here on tuesday it will then be publicly seen that on both sides we meet only as common and indifferent acquaintance,Elizabeth; Jane; Kitty; Mr. Bingley; Mr. Darcy,F,major,F,intermediate,PrideAndPrejudice
Jane,Elizabeth,976,978,my dear lizzy you cannot think me so weak as to be in danger now,if he does not come to me then i shall give him up for ever a man who has once been refused how could i ever be foolish enough to expect a renewal of his love is there one among the sex who would not protest against such a weakness as a second proposal to the same woman there is no indignity so abhorrent to their feelings,Elizabeth,F,intermediate,F,major,PrideAndPrejudice
Mrs. Bennet,Elizabeth,983,985,well girls what say you to the day i think every thing has passed off uncommonly well i assure you the dinner was as well dressed as any i ever saw the venison was roasted to a turn and everybody said they never saw so fat a haunch the soup was fifty times better than what we had at the lucas s last week and even mr darcy acknowledged that the partridges were remarkably well done and i suppose he has two or three french cooks at least and my dear jane i never saw you look in greater beauty mrs long said so too for i asked her whether you did not and what do you think she said besides she did indeed i do think mrs long is as good a creature as ever lived and her nieces are very pretty behaved girls and not at all handsome i like them prodigiously,you are very cruel you will not let me smile and are provoking me to it every moment,Elizabeth; Jane,F,major,F,major,PrideAndPrejudice
Kitty,Mrs. Bennet,994,996,what is the matter mamma what do you keep winking at me for what am i to do,we may as well leave them by themselves you know kitty and i are going upstairs to sit in my dressing room,Elizabeth; Mr. Bingley; Mrs. Bennet,F,minor,F,major,PrideAndPrejudice
Mrs. Bennet,Jane,995,997,nothing child nothing i did not wink at you come here my love i want to speak to you lizzy my dear i want to speak with you,tis too much by far too much i do not deserve it oh why is not every body as happy i must go instantly to my mother i would not on any account trifle with her affectionate solicitude or allow her to hear it from any one but myself he is gone to my father already oh lizzy to know that what i have to relate will give such pleasure to all my dear family how shall i bear so much happiness,Elizabeth; Jane; Kitty; Mr. Bingley,F,major,F,intermediate,PrideAndPrejudice
Mrs. Bennet,Elizabeth,996,998,we may as well leave them by themselves you know kitty and i are going upstairs to sit in my dressing room,and this is the end of all his friend s anxious circumspection of all his sister s falsehood and contrivance the happiest wisest most reasonable end,Elizabeth; Kitty,F,major,F,major,PrideAndPrejudice
Mr. Bennet,Mrs. Bennet,1001,1003,jane i congratulate you you will be a very happy woman you are a good girl and i have great pleasure in thinking you will be so happily settled i have not a doubt of your doing very well together your tempers are by no means unlike you are each of you so complying that nothing will ever be resolved on so easy that every servant will cheat you and so generous that you will always exceed your income,exceed their income my dear mr bennet what are you talking of why he has four or five thousand a year and very likely more oh my dear dear jane i am so happy i am sure i sha nt get a wink of sleep all night i knew how it would be i always said it must be so at last i was sure you could not be so beautiful for nothing i remember as soon as ever i saw him when he first came into hertfordshire last year i thought how likely it was that you should come together oh he is the handsomest young man that ever was seen,Elizabeth; Kitty; Mary; Mrs. Bennet,M,intermediate,F,major,PrideAndPrejudice
Mrs. Bennet,Elizabeth,1003,1005,exceed their income my dear mr bennet what are you talking of why he has four or five thousand a year and very likely more oh my dear dear jane i am so happy i am sure i sha nt get a wink of sleep all night i knew how it would be i always said it must be so at last i was sure you could not be so beautiful for nothing i remember as soon as ever i saw him when he first came into hertfordshire last year i thought how likely it was that you should come together oh he is the handsomest young man that ever was seen,i suspected as much but how did he account for it,Elizabeth; Jane; Kitty; Mary; Mr. Bennet,F,major,F,major,PrideAndPrejudice
Lady Catherine De Bourgh,Elizabeth,1018,1020,yes very well i saw them the night before last miss bennet there seemed to be a prettyish kind of a little wilderness on one side of your lawn i should be glad to take a turn in it if you will favour me with your company,how could i ever think her like her nephew,Elizabeth; Kitty; Mrs. Bennet,F,intermediate,F,major,PrideAndPrejudice
Mrs. Bennet,Lady Catherine De Bourgh,1019,1021,go my dear and shew her ladyship about the different walks i think she will be pleased with the hermitage,you can be at no loss miss bennet to understand the reason of my journey hither your own heart your own conscience must tell you why i come,Elizabeth; Lady Catherine De Bourgh,F,major,F,intermediate,PrideAndPrejudice
Mr. Darcy,Elizabeth,1105,1107,it did bingley is most unaffectedly modest his diffidence had prevented his depending on his own judgment in so anxious a case but his reliance on mine made every thing easy i was obliged to confess one thing which for a time and not unjustly offended him i could not allow myself to conceal that your sister had been in town three months last winter that i had known it and purposely kept it from him he was angry but his anger i am persuaded lasted no longer than he remained in any doubt of your sister s sentiments he has heartily forgiven me now,this is a wretched beginning indeed my sole dependence was on you and i am sure nobody else will believe me if you do not yet indeed i am in earnest i speak nothing but the truth he still loves me and we are engaged,Elizabeth,M,major,F,major,PrideAndPrejudice
Mr. Bingley,Mr. Darcy,1122,1124,it may do very well for the others but i am sure it will be too much for kitty wont it kitty,go to your father he wants you in the library,Elizabeth; Kitty; Mr. Bennet; Mr. Darcy; Mrs. Bennet,M,intermediate,M,major,PrideAndPrejudice
Mr. Darcy,Elizabeth,1124,1126,go to your father he wants you in the library,have you any other objection than your belief of my indifference,Elizabeth,M,major,F,major,PrideAndPrejudice
Mrs. Bennet,Elizabeth,1130,1132,good gracious lord bless me only think dear me mr darcy who would have thought it and is it really true oh my sweetest lizzy how rich and how great you will be what pin money what jewels what carriages you will have jane s is nothing to it nothing at all i am so pleased so happy such a charming man so handsome so tall oh my dear lizzy pray apologise for my having disliked him so much before i hope he will overlook it dear dear lizzy a house in town every thing that is charming three daughters married ten thousand a year oh lord what will become of me i shall go distracted my dearest child i can think of nothing else ten thousand a year and very likely more tis as good as a lord and a special licence you must and shall be married by a special licence but my dearest love tell me what dish mr darcy is particularly fond of that i may have it to morrow,how could you begin i can comprehend your going on charmingly when you had once made a beginning but what could set you off in the first place,Elizabeth,F,major,F,major,PrideAndPrejudice
Elinor,Mrs. Dashwood,27,29,you may esteem him,in a few months my dear marianne elinor will in all probability be settled for life we shall miss her but she will be happy,Mrs. Dashwood,F,major,F,intermediate,SenseAndSensibility
Mrs. Dashwood,Elinor,48,50,as for the house itself to be sure it is too small for our family but we will make ourselves tolerably comfortable for the present as it is too late in the year for improvements perhaps in the spring if i have plenty of money as i dare say i shall we may think about building these parlors are both too small for such parties of our friends as i hope to see often collected here and i have some thoughts of throwing the passage into one of them with perhaps a part of the other and so leave the remainder of that other for an entrance this with a new drawing room which may be easily added and a bed chamber and garret above will make it a very snug little cottage i could wish the stairs were handsome but one must not expect every thing though i suppose it would be no difficult matter to widen them i shall see how much i am before hand with the world in the spring and we will plan our improvements accordingly,infirmity do you call colonel brandon infirm i can easily suppose that his age may appear much greater to you than to my mother but you can hardly deceive yourself as to his having the use of his limbs,Elinor; Margaret; Marianne,F,intermediate,F,major,SenseAndSensibility
Elinor,Mrs. Dashwood,50,52,infirmity do you call colonel brandon infirm i can easily suppose that his age may appear much greater to you than to my mother but you can hardly deceive yourself as to his having the use of his limbs,my dearest child at this rate you must be in continual terror of my decay and it must seem to you a miracle that my life has been extended to the advanced age of forty,Marianne; Mrs. Dashwood,F,major,F,intermediate,SenseAndSensibility
Mrs. Dashwood,Elinor,52,54,my dearest child at this rate you must be in continual terror of my decay and it must seem to you a miracle that my life has been extended to the advanced age of forty,perhaps thirty five and seventeen had better not have any thing to do with matrimony together but if there should by any chance happen to be a woman who is single at seven and twenty i should not think colonel brandon s being thirty five any objection to his marrying her,Elinor; Marianne,F,intermediate,F,major,SenseAndSensibility
Elinor,Mrs. Dashwood,58,60,had he been only in a violent fever you would not have despised him half so much confess marianne is not there something interesting to you in the flushed cheek hollow eye and quick pulse of a fever,had you any idea of his coming so soon i had none on the contrary if i have felt any anxiety at all on the subject it has been in recollecting that he sometimes showed a want of pleasure and readiness in accepting my invitation when i talked of his coming to barton does elinor expect him already,Marianne; Mrs. Dashwood,F,major,F,intermediate,SenseAndSensibility
Mrs. Dashwood,Marianne,62,64,i rather think you are mistaken for when i was talking to her yesterday of getting a new grate for the spare bedchamber she observed that there was no immediate hurry for it as it was not likely that the room would be wanted for some time,is there a felicity in the world superior to this margaret we will walk here at least two hours,Marianne,F,intermediate,F,major,SenseAndSensibility
Mrs. Dashwood,Marianne,68,70,and what sort of a young man is he,and is that all you can say for him but what are his manners on more intimate acquaintance what his pursuits his talents and genius,Elinor; John Middleton; Marianne,F,intermediate,F,major,SenseAndSensibility
Marianne,Elinor,70,72,and is that all you can say for him but what are his manners on more intimate acquaintance what his pursuits his talents and genius,but who is he where does he come from has he a house at allenham,Elinor; John Middleton; Mrs. Dashwood,F,major,F,major,SenseAndSensibility
Elinor,Mrs. Dashwood,72,74,but who is he where does he come from has he a house at allenham,i do not believe that mr willoughby will be incommoded by the attempts of either of my daughters towards what you call catching him it is not an employment to which they have been brought up men are very safe with us let them be ever so rich i am glad to find however from what you say that he is a respectable young man and one whose acquaintance will not be ineligible,John Middleton; Marianne; Mrs. Dashwood,F,major,F,intermediate,SenseAndSensibility
Mrs. Dashwood,Marianne,74,76,i do not believe that mr willoughby will be incommoded by the attempts of either of my daughters towards what you call catching him it is not an employment to which they have been brought up men are very safe with us let them be ever so rich i am glad to find however from what you say that he is a respectable young man and one whose acquaintance will not be ineligible,did he indeed and with elegance with spirit,Elinor; John Middleton; Marianne,F,intermediate,F,major,SenseAndSensibility
Marianne,Elinor,80,82,that is an expression sir john which i particularly dislike i abhor every common place phrase by which wit is intended and setting one s cap at a man or making a conquest are the most odious of all their tendency is gross and illiberal and if their construction could ever be deemed clever time has long ago destroyed all its ingenuity,well marianne for one morning i think you have done pretty well you have already ascertained mr willoughby s opinion in almost every matter of importance you know what he thinks of cowper and scott you are certain of his estimating their beauties as he ought and you have received every assurance of his admiring pope no more than is proper but how is your acquaintance to be long supported under such extraordinary despatch of every subject for discourse you will soon have exhausted each favourite topic another meeting will suffice to explain his sentiments on picturesque beauty and second marriages and then you can have nothing farther to ask,Elinor; John Middleton; Mrs. Dashwood,F,major,F,major,SenseAndSensibility
John Middleton,Marianne,81,83,ay you will make conquests enough i dare say one way or other poor brandon he is quite smitten already and he is very well worth setting your cap at i can tell you in spite of all this tumbling about and spraining of ankles,elinor is this fair is this just are my ideas so scanty but i see what you mean i have been too much at my ease too happy too frank i have erred against every common place notion of decorum i have been open and sincere where i ought to have been reserved spiritless dull and deceitful had i talked only of the weather and the roads and had i spoken only once in ten minutes this reproach would have been spared,Elinor; Marianne; Mrs. Dashwood,M,intermediate,F,major,SenseAndSensibility
Elinor,Mrs. Dashwood,82,84,well marianne for one morning i think you have done pretty well you have already ascertained mr willoughby s opinion in almost every matter of importance you know what he thinks of cowper and scott you are certain of his estimating their beauties as he ought and you have received every assurance of his admiring pope no more than is proper but how is your acquaintance to be long supported under such extraordinary despatch of every subject for discourse you will soon have exhausted each favourite topic another meeting will suffice to explain his sentiments on picturesque beauty and second marriages and then you can have nothing farther to ask,my love you must not be offended with elinor she was only in jest i should scold her myself if she were capable of wishing to check the delight of your conversation with our new friend,Marianne; Mrs. Dashwood,F,major,F,intermediate,SenseAndSensibility
Mrs. Dashwood,Marianne,84,86,my love you must not be offended with elinor she was only in jest i should scold her myself if she were capable of wishing to check the delight of your conversation with our new friend,that is exactly what i think of him,Elinor; Marianne,F,intermediate,F,major,SenseAndSensibility
Mr. Willoughby,Elinor,85,87,brandon is just the kind of man whom every body speaks well of and nobody cares about whom all are delighted to see and nobody remembers to talk to,do not boast of it however for it is injustice in both of you he is highly esteemed by all the family at the park and i never see him myself without taking pains to converse with him,Elinor; Marianne,M,intermediate,F,major,SenseAndSensibility
Marianne,Mr. Willoughby,86,88,that is exactly what i think of him,that he is patronised by you is certainly in his favour but as for the esteem of the others it is a reproach in itself who would submit to the indignity of being approved by such a woman as lady middleton and mrs jennings that could command the indifference of any body else,Elinor; Mr. Willoughby,F,major,M,intermediate,SenseAndSensibility
Mr. Willoughby,Marianne,90,92,in defence of your prot g you can even be saucy,that is to say he has told you that in the east indies the climate is hot and the mosquitoes are troublesome,Elinor; Marianne,M,intermediate,F,major,SenseAndSensibility
Marianne,Mr. Willoughby,92,94,that is to say he has told you that in the east indies the climate is hot and the mosquitoes are troublesome,perhaps his observations may have extended to the existence of nabobs gold mohrs and palanquins,Elinor; Mr. Willoughby,F,major,M,intermediate,SenseAndSensibility
Elinor,Marianne,95,97,i may venture to say that his observations have stretched much further than your candour but why should you dislike him,add to which that he has neither genius taste nor spirit that his understanding has no brilliancy his feelings no ardour and his voice no expression,Marianne; Mr. Willoughby,F,major,F,major,SenseAndSensibility
Mr. Willoughby,Elinor,96,98,i do not dislike him i consider him on the contrary as a very respectable man who has every body s good word and nobody s notice who has more money than he can spend more time than he knows how to employ and two new coats every year,you decide on his imperfections so much in the mass and so much on the strength of your own imagination that the commendation i am able to give of him is comparatively cold and insipid i can only pronounce him to be a sensible man well bred well informed of gentle address and i believe possessing an amiable heart,Elinor; Marianne,M,intermediate,F,major,SenseAndSensibility
Marianne,Mr. Willoughby,97,99,add to which that he has neither genius taste nor spirit that his understanding has no brilliancy his feelings no ardour and his voice no expression,miss dashwood you are now using me unkindly you are endeavouring to disarm me by reason and to convince me against my will but it will not do you shall find me as stubborn as you can be artful i have three unanswerable reasons for disliking colonel brandon he threatened me with rain when i wanted it to be fine he has found fault with the hanging of my curricle and i cannot persuade him to buy my brown mare if it will be any satisfaction to you however to be told that i believe his character to be in other respects irreproachable i am ready to confess it and in return for an acknowledgment which must give me some pain you cannot deny me the privilege of disliking him as much as ever,Elinor; Mr. Willoughby,F,major,M,intermediate,SenseAndSensibility
Mr. Willoughby,Elinor,99,101,miss dashwood you are now using me unkindly you are endeavouring to disarm me by reason and to convince me against my will but it will not do you shall find me as stubborn as you can be artful i have three unanswerable reasons for disliking colonel brandon he threatened me with rain when i wanted it to be fine he has found fault with the hanging of my curricle and i cannot persuade him to buy my brown mare if it will be any satisfaction to you however to be told that i believe his character to be in other respects irreproachable i am ready to confess it and in return for an acknowledgment which must give me some pain you cannot deny me the privilege of disliking him as much as ever,no her opinions are all romantic,Elinor; Marianne,M,intermediate,F,major,SenseAndSensibility
Elinor,Margaret,114,116,take care margaret it may be only the hair of some great uncle of his,i must not tell may i elinor,Margaret,F,major,F,minor,SenseAndSensibility
Marianne,Mrs. Jennings,117,119,remember that whatever your conjectures may be you have no right to repeat them,oh pray miss margaret let us know all about it what is the gentleman s name,Colonel Brandon; Elinor; Lady Middleton; Margaret; Mr. Willoughby; Mrs. Jennings,F,major,F,intermediate,SenseAndSensibility
Mrs. Jennings,Marianne,121,123,yes yes we can guess where he is at his own house at norland to be sure he is the curate of the parish i dare say,margaret you know that all this is an invention of your own and that there is no such person in existence,Colonel Brandon; Elinor; Lady Middleton; Margaret; Marianne; Mr. Willoughby,F,intermediate,F,major,SenseAndSensibility
Margaret,Lady Middleton,124,126,well then he is lately dead marianne for i am sure there was such a man once and his name begins with an f,i hope he has had no bad news it must be something extraordinary that could make colonel brandon leave my breakfast table so suddenly,Colonel Brandon; Elinor; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,F,minor,F,minor,SenseAndSensibility
John Middleton,Mrs. Jennings,125,127,what is the matter with brandon,no bad news colonel i hope,Elinor; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,intermediate,SenseAndSensibility
Colonel Brandon,Lady Middleton,130,132,no ma am it came from town and is merely a letter of business,my dear madam recollect what you are saying,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,minor,SenseAndSensibility
Lady Middleton,Colonel Brandon,132,134,my dear madam recollect what you are saying,no indeed it is not,Colonel Brandon; Elinor; John Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,F,minor,M,intermediate,SenseAndSensibility
Mrs. Jennings,Marianne,139,141,in town what can you have to do in town at this time of year,but if you write a note to the housekeeper mr brandon will it not be sufficient,Colonel Brandon; Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby,F,intermediate,F,major,SenseAndSensibility
Colonel Brandon,John Middleton,140,142,my own loss is great in being obliged to leave so agreeable a party but i am the more concerned as i fear my presence is necessary to gain your admittance at whitwell,we must go it shall not be put off when we are so near it you cannot go to town till tomorrow brandon that is all,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,M,intermediate,SenseAndSensibility
Marianne,Colonel Brandon,141,143,but if you write a note to the housekeeper mr brandon will it not be sufficient,i wish it could be so easily settled but it is not in my power to delay my journey for one day,Colonel Brandon; Elinor; John Middleton; Lady Middleton; Mr. Willoughby; Mrs. Jennings,F,major,M,intermediate,SenseAndSensibility
John Middleton,Mrs. Jennings,142,144,we must go it shall not be put off when we are so near it you cannot go to town till tomorrow brandon that is all,if you would but let us know what your business is we might see whether it could be put off or not,Colonel Brandon; Elinor; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,intermediate,SenseAndSensibility
Colonel Brandon,Mr. Willoughby,143,145,i wish it could be so easily settled but it is not in my power to delay my journey for one day,you would not be six hours later if you were to defer your journey till our return,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,M,intermediate,SenseAndSensibility
Mrs. Jennings,Colonel Brandon,144,146,if you would but let us know what your business is we might see whether it could be put off or not,i cannot afford to lose one hour,Colonel Brandon; Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby,F,intermediate,M,intermediate,SenseAndSensibility
Colonel Brandon,Marianne,146,148,i cannot afford to lose one hour,i have no doubt of it,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,major,SenseAndSensibility
John Middleton,Colonel Brandon,149,151,there is no persuading you to change your mind brandon i know of old when once you are determined on anything but however i hope you will think better of it consider here are the two miss careys come over from newton the three miss dashwoods walked up from the cottage and mr willoughby got up two hours before his usual time on purpose to go to whitwell well then when will you come back again,you are very obliging but it is so uncertain when i may have it in my power to return that i dare not engage for it at all,Colonel Brandon; Elinor; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,M,intermediate,SenseAndSensibility
