A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category
Major Callendar,Adela Quested,1384,1386,i stop these proceedings on medical grounds,i withdraw everything,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,F,major
Adela Quested,Mr. Mcbryde,1386,1388,i withdraw everything,are you mad,Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop,F,major,M,intermediate
Mr. Das,The Nawab Badahur,1389,1391,don t question her sir you have no longer the right,sahib you will have to withdraw this becomes a scandal,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,M,intermediate
Mr. Mcbryde,Mrs. Turton,1390,1392,give me time to consider,he shall not call the other witnesses we re none of us safe,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,F,intermediate
The Nawab Badahur,Mr. Mcbryde,1391,1393,sahib you will have to withdraw this becomes a scandal,right i withdraw,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop,M,intermediate,M,intermediate
Mrs. Turton,Mr. Das,1392,1394,he shall not call the other witnesses we re none of us safe,the prisoner is released without one stain on his character the question of costs will be decided elsewhere,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Ronny Heaslop; The Nawab Badahur,F,intermediate,M,intermediate
Mr. Mcbryde,Cyril Fielding,1393,1395,right i withdraw,what do you want here where are you going miss quested,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,M,major
Mr. Das,Adela Quested,1394,1396,the prisoner is released without one stain on his character the question of costs will be decided elsewhere,i don t know,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,F,major
Adela Quested,Cyril Fielding,1404,1406,but where am i to go in it,what what have you been doing playing a game studying life or what,Cyril Fielding,F,major,M,major
A Student,Rafi,1407,1409,sir i intend these for you sir,sir i am a horse we shall be your horses,Adela Quested; Cyril Fielding; Rafi,M,minor,M,minor
Rafi,Cyril Fielding,1411,1413,no sir this is an honour for us,i don t know whether this suits you but anyhow you re safe,A Student; Adela Quested; Cyril Fielding,M,minor,M,major
Dr. Aziz,The Nawab Badahur,1417,1419,why isn t cyril following let us turn back,mr mahmoud ali this is not wise,Hamidullah; Mahmoud Ali; The Nawab Badahur,M,major,M,intermediate
Mahmoud Ali,Dr. Aziz,1418,1420,forward forward down with the collector down with the superintendent of police,cyril again you desert,Dr. Aziz; Hamidullah; The Nawab Badahur,M,intermediate,M,major
The Nawab Badahur,Hamidullah,1419,1421,mr mahmoud ali this is not wise,yet some orderly demonstration is necessary otherwise they will still think we are afraid,Dr. Aziz; Hamidullah; Mahmoud Ali,M,intermediate,M,intermediate
Dr. Aziz,Mahmoud Ali,1420,1422,cyril again you desert,down with the civil surgeon rescue nureddin,Hamidullah; Mahmoud Ali; The Nawab Badahur,M,major,M,intermediate
Hamidullah,Dr. Aziz,1421,1423,yet some orderly demonstration is necessary otherwise they will still think we are afraid,nureddin,Dr. Aziz; Mahmoud Ali; The Nawab Badahur,M,intermediate,M,major
Mahmoud Ali,The Nawab Badahur,1424,1426,they are torturing him,they are not i will not have my grandson made an excuse for an attack on the hospital,Dr. Aziz; Hamidullah; The Nawab Badahur,M,intermediate,M,intermediate
Dr. Aziz,Mahmoud Ali,1425,1427,oh my god,they are callendar boasted so before the trial i heard through the tatties he said,Hamidullah; Mahmoud Ali; The Nawab Badahur,M,major,M,intermediate
The Nawab Badahur,Dr. Aziz,1426,1428,they are not i will not have my grandson made an excuse for an attack on the hospital,oh my god my god he called him a nigger did he,Dr. Aziz; Hamidullah; Mahmoud Ali,M,intermediate,M,major
Dr. Aziz,The Nawab Badahur,1428,1430,oh my god my god he called him a nigger did he,mr mahmoud ali impossible a little roughness will not hurt the boy he needs discipline,Hamidullah; Mahmoud Ali; The Nawab Badahur,M,major,M,intermediate
Dr. Panna Lal,The Nawab Badahur,1433,1435,oh forgive me oh dr aziz forgive the wicked lies i told i was afraid i was mislaid i was mislaid here there and everywhere as regards your character oh forgive the poor old hakim who gave you milk when ill oh nawab bahadur whoever merciful is it my poor little dispensary you require take every cursed bottle,we will have rejoicings to night mr hamidullah i depute you to bring out our friends fielding and amritrao and to discover whether the latter will require special food the others will keep with me we shall not go out to dilkusha until the cool of the evening of course i do not know the feelings of other gentlemen for my own part i have a slight headache and i wish i had thought to ask our good panna lal for aspirin,Dr. Aziz; Hamidullah; Mahmoud Ali; The Nawab Badahur,M,intermediate,M,intermediate
Adela Quested,Cyril Fielding,1474,1476,someone who was in another cave and followed me when the guide was looking away possibly,at once,Cyril Fielding,F,major,M,major
Hamidullah,Adela Quested,1475,1477,hullo my dear fielding so i run you down at last can you come out at once to dilkusha,i hope to leave in a moment don t let me interrupt,Adela Quested; Cyril Fielding,M,intermediate,F,major
Adela Quested,Hamidullah,1477,1479,i hope to leave in a moment don t let me interrupt,a great deal has been broken more than will ever be mended still there should be some way of transporting this lady back to the civil lines the resources of civilization are numerous,Cyril Fielding; Hamidullah,F,major,M,intermediate
Cyril Fielding,Adela Quested,1480,1482,miss quested has been explaining a little about her conduct of this morning,it must have seemed a miracle to the onlookers the fact is that i realized before it was too late that i had made a mistake and had just enough presence of mind to say so that is all my extraordinary conduct amounts to,Adela Quested; Hamidullah,M,major,F,major
Adela Quested,Cyril Fielding,1482,1484,it must have seemed a miracle to the onlookers the fact is that i realized before it was too late that i had made a mistake and had just enough presence of mind to say so that is all my extraordinary conduct amounts to,not at all we were only discussing possibilities,Cyril Fielding; Hamidullah,F,major,M,major
Hamidullah,Adela Quested,1485,1487,an interesting pastime but a lengthy one there are one hundred and seventy million indians in this notable peninsula and of course one or other of them entered the cave of course some indian is the culprit we must never doubt that and since my dear fielding these possibilities will take you some time don t you think you had better come out to the nawab bahadur s or i should say to mr zulfiqar s for that is the name he now requires us to call him by,i have just settled my movements i shall go to the dak bungalow,Adela Quested; Cyril Fielding,M,intermediate,F,major
Cyril Fielding,Hamidullah,1486,1488,gladly in a minute,not the turtons i thought you were their guest,Adela Quested; Hamidullah,M,major,M,intermediate
Adela Quested,Cyril Fielding,1487,1489,i have just settled my movements i shall go to the dak bungalow,i have a better idea than that miss quested you must stop here at the college i shall be away at least two days and you can have the place entirely to yourself and make your plans at your convenience,Cyril Fielding; Hamidullah,F,major,M,major
Cyril Fielding,Adela Quested,1491,1493,they might equally attack the dak bungalow,quite so i have given trouble enough,Adela Quested; Hamidullah,M,major,F,major
Adela Quested,Cyril Fielding,1493,1495,quite so i have given trouble enough,never mind she is not going to the dak bungalow,Cyril Fielding; Hamidullah,F,major,M,major
Hamidullah,Adela Quested,1496,1498,then where is she to go we shall never have done with her,you are very kind i should have said yes i think but i agree with mr hamidullah i must give no more trouble to you i believe my best plan is to return to the turtons and see if they will allow me to sleep and if they turn me away i must go to the dak the collector would take me in i know but mrs turton said this morning that she would never see me again,Adela Quested; Cyril Fielding,M,intermediate,F,major
Cyril Fielding,Hamidullah,1499,1501,far better stop here than expose yourself to insults from that preposterous woman,well here s our solution here comes the city magistrate he comes in a third class band ghari for purposes of disguise he comes unattended but here comes the city magistrate,Adela Quested; Hamidullah,M,major,M,intermediate
Hamidullah,Cyril Fielding,1505,1507,he wants you of course,i ll see him first if you prefer,Cyril Fielding; Dr. Aziz,M,intermediate,M,major
Adela Quested,Hamidullah,1506,1508,he may not even know i m here,really really need you have exposed mr fielding to this further discomfort he is far too considerate,Cyril Fielding; Hamidullah,F,major,M,intermediate
Hamidullah,Adela Quested,1508,1510,really really need you have exposed mr fielding to this further discomfort he is far too considerate,does he tell me to come out to him,Adela Quested; Cyril Fielding,M,intermediate,F,major
Cyril Fielding,Hamidullah,1509,1511,he has some news for you you ll find him on the verandah he prefers not to come in,whether he tells you or not you will go i think,Adela Quested; Hamidullah,M,major,M,intermediate
Hamidullah,Cyril Fielding,1511,1513,whether he tells you or not you will go i think,thank goodness that s over,Adela Quested; Cyril Fielding,M,intermediate,M,major
Adela Quested,Hamidullah,1512,1514,perfectly right,it was insulting of him not to come in,Cyril Fielding; Hamidullah,F,major,M,intermediate
Hamidullah,Cyril Fielding,1526,1528,oh this is unbearable,heaslop is waiting for you i think,Cyril Fielding,M,intermediate,M,major
Ronny Heaslop,Hamidullah,1533,1535,i came to bring miss quested away but her visit to the turtons has ended and there is no other arrangement so far mine are bachelor quarters now,we hear sir that your mother has died may we ask where the cable came from,Adela Quested; Cyril Fielding; Hamidullah,M,major,M,intermediate
Cyril Fielding,Ronny Heaslop,1534,1536,say no more miss quested stops here i only wanted to be assured of your approval miss quested you had better send for your own servant if he can be found but i will leave orders with mine to do all they can for you also i ll let the scouts know they have guarded the college ever since it was closed and may as well go on i really think you ll be as safe here as anywhere i shall be back thursday,aden,Adela Quested; Hamidullah; Ronny Heaslop,M,major,M,major
Ronny Heaslop,Adela Quested,1536,1538,aden,but she died on leaving bombay she was dead when they called her name this morning she must have been buried at sea,Adela Quested; Cyril Fielding; Hamidullah,M,major,F,major
Adela Quested,Cyril Fielding,1538,1540,but she died on leaving bombay she was dead when they called her name this morning she must have been buried at sea,mr amritrao have you considered what sum miss quested ought to pay as compensation,Cyril Fielding; Hamidullah; Ronny Heaslop,F,major,M,major
Cyril Fielding,Dr. Aziz,1586,1588,i m sorry to say mrs moore s dead,i do not believe him,Dr. Aziz,M,major,M,major
Hamidullah,Cyril Fielding,1587,1589,aziz he is trying to pull your leg don t believe him the villain,this really is the end and i gave her the final blow,Cyril Fielding; Dr. Aziz,M,intermediate,M,major
Sir Gilbert,Cyril Fielding,1592,1594,the broad the sensible the only possible charitable view from the first speaking confidentially mishandled by certain of our friends up the hill the hands of the clock move forward not back,our letter is a failure for a simple reason which we had better face you have no real affection for aziz or indians generally the first time i saw you you were wanting to see india not indians and it occurred to me ah that won t take us far indians know whether they are liked or not they cannot be fooled here justice never satisfies them and that is why the british empire rests on sand,Cyril Fielding,M,minor,M,major
_unknowable,Cyril Fielding,1596,1598,mr fielding we must all be educated promptly,if you want to reward me let miss quested off paying,Cyril Fielding,F,intermediate,M,major
Mr. Das,Dr. Aziz,1637,1639,i know you bear me a grudge for trying that case you are so kind and friendly but always i detect irony beneath your manner,i wish they did not remind me of cow dung,Dr. Aziz,M,intermediate,M,major
Dr. Aziz,Mr. Das,1638,1640,no no what nonsense excellent,some moslems are very violent,Mr. Das,M,major,M,intermediate
Mr. Turton,Cyril Fielding,1714,1716,it is not a question of your feelings but of the wish of the lieutenant governor perhaps you will ask me whether i speak officially i do i shall expect you this evening at six we shall not interfere with your subsequent plans,in other words probably never for i am going quite soon to england,Cyril Fielding,M,intermediate,M,major
_group,Professor Godbole,1757,1759,tukaram tukaram thou art my father and mother and everybody tukaram tukaram thou art my father and mother and everybody tukaram tukaram thou art my father and mother and everybody tukaram tukaram thou art my father and mother and everybody tukaram tukaram tukaram thou art my father and mother and everybody tukaram tukaram thou art my father and mother and everybody tukaram tukaram tukaram tukaram,one old englishwoman and one little little wasp it does not seem much still it is more than i am myself,Professor Godbole,M,minor,M,intermediate
Karim,Dr. Aziz,1770,1772,throw stones,ahmed come here for such wickedness,Ahmed; Dr. Aziz,M,minor,M,major
Ahmed,Dr. Aziz,1771,1773,put powdered glass in their pan,hullo gentlemen are you in trouble lie down in a pool of water my dear sir here are plenty don t come near me i cannot control them they are state bees complain to his highness of their behaviour come pull yourself together and be a man,Dr. Aziz; Karim,M,minor,M,major
Dr. Aziz,Ralph,1803,1805,do i mispronounce that well known name is he not your wife s brother,i m only ralph moore,Ahmed; Cyril Fielding; Karim; Ralph,M,major,M,intermediate
Ralph,Dr. Aziz,1805,1807,i m only ralph moore,and pray what is wrong with my attitude,Ahmed; Cyril Fielding; Dr. Aziz; Karim,M,intermediate,M,major
Professor Godbole,Dr. Aziz,1816,1818,never be angry with me i am as far as my limitations permit your true friend besides it is my holy festival,state doctor ridden over to enquire very little english,Dr. Aziz,M,intermediate,M,major
Ralph,Dr. Aziz,1817,1819,oh oh who is that,born of too old a mother,Dr. Aziz,M,intermediate,M,major
Ralph,Dr. Aziz,1865,1867,a little nearer,mr moore don t tell anyone that the rajah is dead it is a secret still i am supposed not to say we pretend he is alive until after the festival to prevent unhappiness do you want to go still nearer,Dr. Aziz,M,intermediate,M,major
Ralph,Dr. Aziz,1868,1870,yes,as i fell into our largest mau tank under circumstances our other friends will relate i thought how brave miss quested was and decided to tell her so despite my imperfect english through you i am happy here with my children instead of in a prison of that i make no doubt my children shall be taught to speak of you with the greatest affection and respect,Dr. Aziz,M,intermediate,M,major
