pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
04831,Mrs. Jennings,Elinor,698,701,lord my dear miss dashwood have you heard the news,what is fanny ill,Elinor,F,intermediate,F,major,SenseAndSensibility,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
04832,Mrs. Jennings,Elinor,700,760,something so strange but you shall hear it all when i got to mr palmer s i found charlotte quite in a fuss about the child she was sure it was very ill it cried and fretted and was all over pimples so i looked at it directly and says i and nurse said just the same but charlotte she would not be satisfied so mr donavan was sent for and luckily he happened to just come in from harley street so he stepped over directly and as soon as ever he saw the child he said just as we did that it was nothing in the world but the red gum and then charlotte was easy and so just as he was going away again it came into my head i am sure i do not know how i happened to think of it but it came into my head to ask him if there was any news so upon that he smirked and simpered and looked grave and seemed to know something or other and at last he said in a whisper,he spoke of its being out of repair,Elinor,F,intermediate,F,major,SenseAndSensibility,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
04833,Mrs. Jennings,Elinor,753,585,well miss dashwood i do not ask you what the colonel has been saying to you for though upon my honour i tried to keep out of hearing i could not help catching enough to understand his business and i assure you i never was better pleased in my life and i wish you joy of it with all my heart,ay if we can do that ma am we shall do very well with or without colonel brandon,Elinor,F,intermediate,F,major,SenseAndSensibility,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
04834,Mrs. Jennings,Elinor,755,754,lord my dear you are very modest i an t the least astonished at it in the world for i have often thought of late there was nothing more likely to happen,thank you ma am it is a matter of great joy to me and i feel the goodness of colonel brandon most sensibly there are not many men who would act as he has done few people who have so compassionate a heart i never was more astonished in my life,Elinor,F,intermediate,F,major,SenseAndSensibility,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
04835,Mrs. Jennings,Elinor,757,768,opportunity oh as to that when a man has once made up his mind to such a thing somehow or other he will soon find an opportunity well my dear i wish you joy of it again and again and if ever there was a happy couple in the world i think i shall soon know where to look for them,certainly ma am,Elinor,F,intermediate,F,major,SenseAndSensibility,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0
04836,Mrs. Jennings,Elinor,759,501,aye my dear that i do indeed and as to the house being a bad one i do not know what the colonel would be at for it is as good a one as ever i saw,and now she will write to combe by this day s post,Elinor,F,intermediate,F,major,SenseAndSensibility,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
04837,Mrs. Jennings,Elinor,761,535,well and whose fault is that why don t he repair it who should do it but himself well my dear i must be gone before i have had half my talk out but however we may have it all over in the evening for we shall be quite alone i do not ask you to go with me for i dare say your mind is too full of the matter to care for company and besides you must long to tell your sister all about it,and have you really ma am talked yourself into a persuasion of my sister s being engaged to mr willoughby i thought it had been only a joke but so serious a question seems to imply more and i must beg therefore that you will not deceive yourself any longer i do assure you that nothing would surprise me more than to hear of their being going to be married,Elinor,F,intermediate,F,major,SenseAndSensibility,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
04838,Mrs. Jennings,Elinor,763,589,oh very well then you would not have me tell it to lucy for i think of going as far as holborn to day,dear ma am how good you are but i have just left marianne in bed and i hope almost asleep and as i think nothing will be of so much service to her as rest if you will give me leave i will drink the wine myself,Elinor,F,intermediate,F,major,SenseAndSensibility,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
04839,Mrs. Jennings,Elinor,765,762,oh ho i understand you mr ferrars is to be the man well so much the better for him ay to be sure he must be ordained in readiness and i am very glad to find things are so forward between you but my dear is not this rather out of character should not the colonel write himself sure he is the proper person,certainly ma am i shall tell marianne of it but i shall not mention it at present to any body else,Elinor,F,intermediate,F,major,SenseAndSensibility,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
04840,Mrs. Jennings,Elinor,767,758,and so you are forced to do it well that is an odd kind of delicacy however i will not disturb you you know your own concerns best so goodby my dear i have not heard of any thing to please me so well since charlotte was brought to bed i have just been thinking of betty s sister my dear i should be very glad to get her so good a mistress but whether she would do for a lady s maid i am sure i can t tell she is an excellent housemaid and works very well at her needle however you will think of all that at your leisure,you mean to go to delaford after them i suppose,Elinor,F,intermediate,F,major,SenseAndSensibility,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0
04841,Mrs. Jennings,Elinor,781,579,well my dear i sent you up the young man did not i do right and i suppose you had no great difficulty you did not find him very unwilling to accept your proposal,dear ma am this kindness is quite unnecessary marianne i dare say will not leave her room again this evening i shall persuade her if i can to go early to bed for i am sure she wants rest,Elinor,F,intermediate,F,major,SenseAndSensibility,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0
04842,Mrs. Jennings,Elinor,783,786,well and how soon will he be ready for it seems all to depend upon that,my dear ma am what can you be thinking of why colonel brandon s only object is to be of use to mr ferrars,Elinor,F,intermediate,F,major,SenseAndSensibility,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0
04843,Mrs. Jennings,Elinor,785,537,two or three months lord my dear how calmly you talk of it and can the colonel wait two or three months lord bless me i am sure it would put me quite out of patience and though one would be very glad to do a kindness by poor mr ferrars i do think it is not worth while to wait two or three months for him sure somebody else might be found that would do as well somebody that is in orders already,indeed ma am you are mistaken indeed you are doing a very unkind thing in spreading the report and you will find that you have though you will not believe me now,Elinor,F,intermediate,F,major,SenseAndSensibility,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
04844,Mrs. Jennings,Elinor,787,699,lord bless you my dear sure you do not mean to persuade me that the colonel only marries you for the sake of giving ten guineas to mr ferrars aye aye the parsonage is but a small one and very likely may be out of repair but to hear a man apologising as i thought for a house that to my knowledge has five sitting rooms on the ground floor and i think the housekeeper told me could make up fifteen beds and to you too that had been used to live in barton cottage it seems quite ridiculous but my dear we must touch up the colonel to do some thing to the parsonage and make it comfortable for them before lucy goes to it,no ma am what is it,Elinor,F,intermediate,F,major,SenseAndSensibility,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0
04845,Footman,Marianne,505,506,no ma am for my mistress,it is indeed for mrs jennings how provoking,Elinor; Marianne,M,minor,F,major,SenseAndSensibility,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0
04846,Mr. Palmer,Elinor,513,516,i thought you were both in devonshire,i do not know,Elinor; Marianne,M,minor,F,major,SenseAndSensibility,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0
04847,Mr. Palmer,Elinor,515,514,when do you go back again,did you,Elinor; Marianne,M,minor,F,major,SenseAndSensibility,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
04848,Elinor,Mr. Palmer,514,515,did you,when do you go back again,Marianne; Mr. Palmer,F,major,M,minor,SenseAndSensibility,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0
04849,Anne Steele,Mrs. Jennings,626,629,not in the stage i assure you we came post all the way and had a very smart beau to attend us dr davies was coming to town and so we thought we d join him in a post chaise and he behaved very genteelly and paid ten or twelve shillings more than we did,aye aye that is very pretty talking but it won t do the doctor is the man i see,Elinor; Lucy Steele; Mrs. Jennings,F,intermediate,F,intermediate,SenseAndSensibility,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0
04850,Anne Steele,Mrs. Jennings,628,627,there now everybody laughs at me so about the doctor and i cannot think why my cousins say they are sure i have made a conquest but for my part i declare i never think about him from one hour s end to another nancy my cousin said t other day when she saw him crossing the street to the house said i,oh oh very pretty indeed and the doctor is a single man i warrant you,Elinor; Lucy Steele; Mrs. Jennings,F,intermediate,F,intermediate,SenseAndSensibility,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
04851,John Dashwood,Elinor,638,647,i wished very much to call upon you yesterday but it was impossible for we were obliged to take harry to see the wild beasts at exeter exchange and we spent the rest of the day with mrs ferrars harry was vastly pleased this morning i had fully intended to call on you if i could possibly find a spare half hour but one has always so much to do on first coming to town i am come here to bespeak fanny a seal but tomorrow i think i shall certainly be able to call in berkeley street and be introduced to your friend mrs jennings i understand she is a woman of very good fortune and the middletons too you must introduce me to them as my mother in law s relations i shall be happy to show them every respect they are excellent neighbours to you in the country i understand,indeed i believe you but i am very sure that colonel brandon has not the smallest wish of marrying me,Elinor,M,intermediate,F,major,SenseAndSensibility,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
04852,John Dashwood,Elinor,640,653,i am extremely glad to hear it upon my word extremely glad indeed but so it ought to be they are people of large fortune they are related to you and every civility and accommodation that can serve to make your situation pleasant might be reasonably expected and so you are most comfortably settled in your little cottage and want for nothing edward brought us a most charming account of the place the most complete thing of its kind he said that ever was and you all seemed to enjoy it beyond any thing it was a great satisfaction to us to hear it i assure you who is colonel brandon is he a man of fortune,more than you think it really and intrinsically worth,Elinor,M,intermediate,F,major,SenseAndSensibility,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
04853,John Dashwood,Elinor,642,649,i am glad of it he seems a most gentlemanlike man and i think elinor i may congratulate you on the prospect of a very respectable establishment in life,is mr edward ferrars going to be married,Elinor,M,intermediate,F,major,SenseAndSensibility,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0
04854,John Dashwood,Elinor,644,799,he likes you i observed him narrowly and am convinced of it what is the amount of his fortune,you surprise me i should think it must nearly have escaped her memory by this time,Elinor,M,intermediate,F,major,SenseAndSensibility,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0
04855,John Dashwood,Elinor,646,645,two thousand a year elinor i wish with all my heart it were twice as much for your sake,i believe about two thousand a year,Elinor,M,intermediate,F,major,SenseAndSensibility,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1
04856,John Dashwood,Elinor,648,795,you are mistaken elinor you are very much mistaken a very little trouble on your side secures him perhaps just at present he may be undecided the smallness of your fortune may make him hang back his friends may all advise him against it but some of those little attentions and encouragements which ladies can so easily give will fix him in spite of himself and there can be no reason why you should not try for him it is not to be supposed that any prior attachment on your side in short you know as to an attachment of that kind it is quite out of the question the objections are insurmountable you have too much sense not to see all that colonel brandon must be the man and no civility shall be wanting on my part to make him pleased with you and your family it is a match that must give universal satisfaction in short it is a kind of thing that will be exceedingly welcome to all parties that is i mean to say your friends are all truly anxious to see you well settled fanny particularly for she has your interest very much at heart i assure you and her mother too mrs ferrars a very good natured woman i am sure it would give her great pleasure she said as much the other day it would be something remarkable now something droll if fanny should have a brother and i a sister settling at the same time and yet it is not very unlikely,a very simple one to be of use to mr ferrars,Elinor,M,intermediate,F,major,SenseAndSensibility,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
04857,John Dashwood,Elinor,650,655,it is not actually settled but there is such a thing in agitation he has a most excellent mother mrs ferrars with the utmost liberality will come forward and settle on him a thousand a year if the match takes place the lady is the hon miss morton only daughter of the late lord morton with thirty thousand pounds a very desirable connection on both sides and i have not a doubt of its taking place in time a thousand a year is a great deal for a mother to give away to make over for ever but mrs ferrars has a noble spirit to give you another instance of her liberality the other day as soon as we came to town aware that money could not be very plenty with us just now she put bank notes into fanny s hands to the amount of two hundred pounds and extremely acceptable it is for we must live at a great expense while we are here,certainly and assisted by her liberality i hope you may yet live to be in easy circumstances,Elinor,M,intermediate,F,major,SenseAndSensibility,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
04858,John Dashwood,Elinor,652,803,not so large i dare say as many people suppose i do not mean to complain however it is undoubtedly a comfortable one and i hope will in time be better the enclosure of norland common now carrying on is a most serious drain and then i have made a little purchase within this half year east kingham farm you must remember the place where old gibson used to live the land was so very desirable for me in every respect so immediately adjoining my own property that i felt it my duty to buy it i could not have answered it to my conscience to let it fall into any other hands a man must pay for his convenience and it has cost me a vast deal of money,i only mean that i suppose from your manner of speaking it must be the same to miss morton whether she marry edward or robert,Elinor,M,intermediate,F,major,SenseAndSensibility,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
04859,John Dashwood,Elinor,654,793,why i hope not that i might have sold it again the next day for more than i gave but with regard to the purchase money i might have been very unfortunate indeed for the stocks were at that time so low that if i had not happened to have the necessary sum in my banker s hands i must have sold out to very great loss other great and inevitable expenses too we have had on first coming to norland our respected father as you well know bequeathed all the stanhill effects that remained at norland and very valuable they were to your mother far be it from me to repine at his doing so he had an undoubted right to dispose of his own property as he chose but in consequence of it we have been obliged to make large purchases of linen china c to supply the place of what was taken away you may guess after all these expenses how very far we must be from being rich and how acceptable mrs ferrars s kindness is,about two hundred a year,Elinor,M,intermediate,F,major,SenseAndSensibility,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1
04860,John Dashwood,Elinor,656,791,another year or two may do much towards it but however there is still a great deal to be done there is not a stone laid of fanny s green house and nothing but the plan of the flower garden marked out,it is perfectly true colonel brandon has given the living of delaford to edward,Elinor,M,intermediate,F,major,SenseAndSensibility,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0
04861,John Dashwood,Elinor,658,663,upon the knoll behind the house the old walnut trees are all come down to make room for it it will be a very fine object from many parts of the park and the flower garden will slope down just before it and be exceedingly pretty we have cleared away all the old thorns that grew in patches over the brow she seems a most valuable woman indeed her house her style of living all bespeak an exceeding good income and it is an acquaintance that has not only been of great use to you hitherto but in the end may prove materially advantageous her inviting you to town is certainly a vast thing in your favour and indeed it speaks altogether so great a regard for you that in all probability when she dies you will not be forgotten she must have a great deal to leave,but she raises none in those most concerned indeed brother your anxiety for our welfare and prosperity carries you too far,Elinor,M,intermediate,F,major,SenseAndSensibility,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
04862,John Dashwood,Elinor,660,639,but it is not to be imagined that she lives up to her income few people of common prudence will do that and whatever she saves she will be able to dispose of,excellent indeed their attention to our comfort their friendliness in every particular is more than i can express,Elinor,M,intermediate,F,major,SenseAndSensibility,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1
04863,John Dashwood,Elinor,662,641,her daughters are both exceedingly well married and therefore i cannot perceive the necessity of her remembering them farther whereas in my opinion by her taking so much notice of you and treating you in this kind of way she has given you a sort of claim on her future consideration which a conscientious woman would not disregard nothing can be kinder than her behaviour and she can hardly do all this without being aware of the expectation it raises,yes he has very good property in dorsetshire,Elinor,M,intermediate,F,major,SenseAndSensibility,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0
04864,John Dashwood,Elinor,664,797,why to be sure people have little have very little in their power but my dear elinor what is the matter with marianne she looks very unwell has lost her colour and is grown quite thin is she ill,but why should such precaution be used though it is not to be supposed that mrs ferrars can have the smallest satisfaction in knowing that her son has money enough to live upon for that must be quite out of the question yet why upon her late behaviour is she supposed to feel at all she has done with her son she cast him off for ever and has made all those over whom she had any influence cast him off likewise surely after doing so she cannot be imagined liable to any impression of sorrow or of joy on his account she cannot be interested in any thing that befalls him she would not be so weak as to throw away the comfort of a child and yet retain the anxiety of a parent,Elinor,M,intermediate,F,major,SenseAndSensibility,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
04865,John Dashwood,Elinor,790,657,fanny is in her own room i suppose i will go to her presently for i am sure she will not have the least objection in the world to seeing you very far from it indeed now especially there cannot be but however you and marianne were always great favourites why would not marianne come i am not sorry to see you alone for i have a good deal to say to you this living of colonel brandon s can it be true has he really given it to edward i heard it yesterday by chance and was coming to you on purpose to enquire farther about it,where is the green house to be,Elinor,M,intermediate,F,major,SenseAndSensibility,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
04866,John Dashwood,Elinor,792,661,really well this is very astonishing no relationship no connection between them and now that livings fetch such a price what was the value of this,and do you not think it more likely that she should leave it to her daughters than to us,Elinor,M,intermediate,F,major,SenseAndSensibility,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
04867,John Dashwood,Elinor,794,659,very well and for the next presentation to a living of that value supposing the late incumbent to have been old and sickly and likely to vacate it soon he might have got i dare say fourteen hundred pounds and how came he not to have settled that matter before this person s death now indeed it would be too late to sell it but a man of colonel brandon s sense i wonder he should be so improvident in a point of such common such natural concern well i am convinced that there is a vast deal of inconsistency in almost every human character i suppose however on recollection that the case may probably be this edward is only to hold the living till the person to whom the colonel has really sold the presentation is old enough to take it aye aye that is the fact depend upon it it is truly astonishing what could be the colonel s motive,nothing at all i should rather suppose for she has only her jointure which will descend to her children,Elinor,M,intermediate,F,major,SenseAndSensibility,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
04868,John Dashwood,Elinor,796,651,well well whatever colonel brandon may be edward is a very lucky man you will not mention the matter to fanny however for though i have broke it to her and she bears it vastly well she will not like to hear it much talked of mrs ferrars knows nothing about it at present and i believe it will be best to keep it entirely concealed from her as long as may be when the marriage takes place i fear she must hear of it all,your expenses both in town and country must certainly be considerable but your income is a large one,Elinor,M,intermediate,F,major,SenseAndSensibility,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
04869,John Dashwood,Elinor,798,801,ah elinor your reasoning is very good but it is founded on ignorance of human nature when edward s unhappy match takes place depend upon it his mother will feel as much as if she had never discarded him and therefore every circumstance that may accelerate that dreadful event must be concealed from her as much as possible mrs ferrars can never forget that edward is her son,the lady i suppose has no choice in the affair,Elinor,M,intermediate,F,major,SenseAndSensibility,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
04870,John Dashwood,Elinor,800,643,you wrong her exceedingly mrs ferrars is one of the most affectionate mothers in the world we think now of robert s marrying miss morton,me brother what do you mean,Elinor,M,intermediate,F,major,SenseAndSensibility,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0
04871,John Dashwood,Elinor,802,665,choice how do you mean,she is not well she has had a nervous complaint on her for several weeks,Elinor,M,intermediate,F,major,SenseAndSensibility,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1
04872,Elinor,John Dashwood,639,648,excellent indeed their attention to our comfort their friendliness in every particular is more than i can express,you are mistaken elinor you are very much mistaken a very little trouble on your side secures him perhaps just at present he may be undecided the smallness of your fortune may make him hang back his friends may all advise him against it but some of those little attentions and encouragements which ladies can so easily give will fix him in spite of himself and there can be no reason why you should not try for him it is not to be supposed that any prior attachment on your side in short you know as to an attachment of that kind it is quite out of the question the objections are insurmountable you have too much sense not to see all that colonel brandon must be the man and no civility shall be wanting on my part to make him pleased with you and your family it is a match that must give universal satisfaction in short it is a kind of thing that will be exceedingly welcome to all parties that is i mean to say your friends are all truly anxious to see you well settled fanny particularly for she has your interest very much at heart i assure you and her mother too mrs ferrars a very good natured woman i am sure it would give her great pleasure she said as much the other day it would be something remarkable now something droll if fanny should have a brother and i a sister settling at the same time and yet it is not very unlikely,John Dashwood,F,major,M,intermediate,SenseAndSensibility,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
04873,Elinor,John Dashwood,641,654,yes he has very good property in dorsetshire,why i hope not that i might have sold it again the next day for more than i gave but with regard to the purchase money i might have been very unfortunate indeed for the stocks were at that time so low that if i had not happened to have the necessary sum in my banker s hands i must have sold out to very great loss other great and inevitable expenses too we have had on first coming to norland our respected father as you well know bequeathed all the stanhill effects that remained at norland and very valuable they were to your mother far be it from me to repine at his doing so he had an undoubted right to dispose of his own property as he chose but in consequence of it we have been obliged to make large purchases of linen china c to supply the place of what was taken away you may guess after all these expenses how very far we must be from being rich and how acceptable mrs ferrars s kindness is,John Dashwood,F,major,M,intermediate,SenseAndSensibility,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
04874,Elinor,John Dashwood,643,650,me brother what do you mean,it is not actually settled but there is such a thing in agitation he has a most excellent mother mrs ferrars with the utmost liberality will come forward and settle on him a thousand a year if the match takes place the lady is the hon miss morton only daughter of the late lord morton with thirty thousand pounds a very desirable connection on both sides and i have not a doubt of its taking place in time a thousand a year is a great deal for a mother to give away to make over for ever but mrs ferrars has a noble spirit to give you another instance of her liberality the other day as soon as we came to town aware that money could not be very plenty with us just now she put bank notes into fanny s hands to the amount of two hundred pounds and extremely acceptable it is for we must live at a great expense while we are here,John Dashwood,F,major,M,intermediate,SenseAndSensibility,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
04875,Elinor,John Dashwood,645,800,i believe about two thousand a year,you wrong her exceedingly mrs ferrars is one of the most affectionate mothers in the world we think now of robert s marrying miss morton,John Dashwood,F,major,M,intermediate,SenseAndSensibility,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1
04876,Elinor,John Dashwood,647,646,indeed i believe you but i am very sure that colonel brandon has not the smallest wish of marrying me,two thousand a year elinor i wish with all my heart it were twice as much for your sake,John Dashwood,F,major,M,intermediate,SenseAndSensibility,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
04877,Elinor,John Dashwood,649,796,is mr edward ferrars going to be married,well well whatever colonel brandon may be edward is a very lucky man you will not mention the matter to fanny however for though i have broke it to her and she bears it vastly well she will not like to hear it much talked of mrs ferrars knows nothing about it at present and i believe it will be best to keep it entirely concealed from her as long as may be when the marriage takes place i fear she must hear of it all,John Dashwood,F,major,M,intermediate,SenseAndSensibility,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
04878,Elinor,John Dashwood,651,656,your expenses both in town and country must certainly be considerable but your income is a large one,another year or two may do much towards it but however there is still a great deal to be done there is not a stone laid of fanny s green house and nothing but the plan of the flower garden marked out,John Dashwood,F,major,M,intermediate,SenseAndSensibility,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1
04879,Elinor,John Dashwood,653,804,more than you think it really and intrinsically worth,certainly there can be no difference for robert will now to all intents and purposes be considered as the eldest son and as to any thing else they are both very agreeable young men i do not know that one is superior to the other of one thing my dear sister i may assure you and i will do it because i know it must gratify you i have good reason to think indeed i have it from the best authority or i should not repeat it for otherwise it would be very wrong to say any thing about it but i have it from the very best authority not that i ever precisely heard mrs ferrars say it herself but her daughter did and i have it from her that in short whatever objections there might be against a certain a certain connection you understand me it would have been far preferable to her it would not have given her half the vexation that this does i was exceedingly pleased to hear that mrs ferrars considered it in that light a very gratifying circumstance you know to us all she said and she would be glad to compound now for nothing worse but however all that is quite out of the question not to be thought of or mentioned as to any attachment you know it never could be all that is gone by but i thought i would just tell you of this because i knew how much it must please you not that you have any reason to regret my dear elinor there is no doubt of your doing exceedingly well quite as well or better perhaps all things considered has colonel brandon been with you lately,John Dashwood,F,major,M,intermediate,SenseAndSensibility,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
04880,Elinor,John Dashwood,655,794,certainly and assisted by her liberality i hope you may yet live to be in easy circumstances,very well and for the next presentation to a living of that value supposing the late incumbent to have been old and sickly and likely to vacate it soon he might have got i dare say fourteen hundred pounds and how came he not to have settled that matter before this person s death now indeed it would be too late to sell it but a man of colonel brandon s sense i wonder he should be so improvident in a point of such common such natural concern well i am convinced that there is a vast deal of inconsistency in almost every human character i suppose however on recollection that the case may probably be this edward is only to hold the living till the person to whom the colonel has really sold the presentation is old enough to take it aye aye that is the fact depend upon it it is truly astonishing what could be the colonel s motive,John Dashwood,F,major,M,intermediate,SenseAndSensibility,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
04881,Elinor,John Dashwood,657,792,where is the green house to be,really well this is very astonishing no relationship no connection between them and now that livings fetch such a price what was the value of this,John Dashwood,F,major,M,intermediate,SenseAndSensibility,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
04882,Elinor,John Dashwood,659,664,nothing at all i should rather suppose for she has only her jointure which will descend to her children,why to be sure people have little have very little in their power but my dear elinor what is the matter with marianne she looks very unwell has lost her colour and is grown quite thin is she ill,John Dashwood,F,major,M,intermediate,SenseAndSensibility,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
04883,Elinor,John Dashwood,661,640,and do you not think it more likely that she should leave it to her daughters than to us,i am extremely glad to hear it upon my word extremely glad indeed but so it ought to be they are people of large fortune they are related to you and every civility and accommodation that can serve to make your situation pleasant might be reasonably expected and so you are most comfortably settled in your little cottage and want for nothing edward brought us a most charming account of the place the most complete thing of its kind he said that ever was and you all seemed to enjoy it beyond any thing it was a great satisfaction to us to hear it i assure you who is colonel brandon is he a man of fortune,John Dashwood,F,major,M,intermediate,SenseAndSensibility,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
04884,Elinor,John Dashwood,663,642,but she raises none in those most concerned indeed brother your anxiety for our welfare and prosperity carries you too far,i am glad of it he seems a most gentlemanlike man and i think elinor i may congratulate you on the prospect of a very respectable establishment in life,John Dashwood,F,major,M,intermediate,SenseAndSensibility,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
04885,Elinor,John Dashwood,665,798,she is not well she has had a nervous complaint on her for several weeks,ah elinor your reasoning is very good but it is founded on ignorance of human nature when edward s unhappy match takes place depend upon it his mother will feel as much as if she had never discarded him and therefore every circumstance that may accelerate that dreadful event must be concealed from her as much as possible mrs ferrars can never forget that edward is her son,John Dashwood,F,major,M,intermediate,SenseAndSensibility,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
04886,Elinor,John Dashwood,791,658,it is perfectly true colonel brandon has given the living of delaford to edward,upon the knoll behind the house the old walnut trees are all come down to make room for it it will be a very fine object from many parts of the park and the flower garden will slope down just before it and be exceedingly pretty we have cleared away all the old thorns that grew in patches over the brow she seems a most valuable woman indeed her house her style of living all bespeak an exceeding good income and it is an acquaintance that has not only been of great use to you hitherto but in the end may prove materially advantageous her inviting you to town is certainly a vast thing in your favour and indeed it speaks altogether so great a regard for you that in all probability when she dies you will not be forgotten she must have a great deal to leave,John Dashwood,F,major,M,intermediate,SenseAndSensibility,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1
04887,Elinor,John Dashwood,793,662,about two hundred a year,her daughters are both exceedingly well married and therefore i cannot perceive the necessity of her remembering them farther whereas in my opinion by her taking so much notice of you and treating you in this kind of way she has given you a sort of claim on her future consideration which a conscientious woman would not disregard nothing can be kinder than her behaviour and she can hardly do all this without being aware of the expectation it raises,John Dashwood,F,major,M,intermediate,SenseAndSensibility,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
04888,Elinor,John Dashwood,795,660,a very simple one to be of use to mr ferrars,but it is not to be imagined that she lives up to her income few people of common prudence will do that and whatever she saves she will be able to dispose of,John Dashwood,F,major,M,intermediate,SenseAndSensibility,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1
04889,Elinor,John Dashwood,797,652,but why should such precaution be used though it is not to be supposed that mrs ferrars can have the smallest satisfaction in knowing that her son has money enough to live upon for that must be quite out of the question yet why upon her late behaviour is she supposed to feel at all she has done with her son she cast him off for ever and has made all those over whom she had any influence cast him off likewise surely after doing so she cannot be imagined liable to any impression of sorrow or of joy on his account she cannot be interested in any thing that befalls him she would not be so weak as to throw away the comfort of a child and yet retain the anxiety of a parent,not so large i dare say as many people suppose i do not mean to complain however it is undoubtedly a comfortable one and i hope will in time be better the enclosure of norland common now carrying on is a most serious drain and then i have made a little purchase within this half year east kingham farm you must remember the place where old gibson used to live the land was so very desirable for me in every respect so immediately adjoining my own property that i felt it my duty to buy it i could not have answered it to my conscience to let it fall into any other hands a man must pay for his convenience and it has cost me a vast deal of money,John Dashwood,F,major,M,intermediate,SenseAndSensibility,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
