pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
00270,Lucy,Mrs. Honeychurch,1288,1290,they have gone then,certainly i forgot it was friday let s all go powell can go round to the stables,Mrs. Honeychurch; Powell,,,F,major,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
00271,Mrs. Honeychurch,Lucy,1290,1292,certainly i forgot it was friday let s all go powell can go round to the stables,no church for me thank you,Lucy; Miss Bartlett,F,major,,,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0
00272,Mr. Beebe,Mr. Emerson,1340,1342,don t you think it very plucky of her mr emerson to undertake the two miss alans now miss honeychurch go back keep warm i think three is such a courageous number to go travelling,you are leaving him you are leaving the man you love,Lucy; Mr. Emerson,M,major,M,intermediate,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0
00273,Mr. Emerson,Mr. Beebe,1354,1356,i was saying why should you trust her when she deceived you,i don t follow you mr emerson to whom do you refer trust whom,Lucy; Mr. Beebe,M,intermediate,M,major,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1
00274,Mr. Beebe,Mr. Emerson,1355,1357,one minute mother,i mean she has pretended to you that she did not love george they have loved one another all along,Lucy; Mr. Emerson; Mrs. Beebe,M,major,M,intermediate,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
00275,Mr. Beebe,Lucy,1356,1358,i don t follow you mr emerson to whom do you refer trust whom,i shall never marry him,Lucy; Mr. Emerson,M,major,,,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0
00276,Mr. Emerson,Mr. Beebe,1357,1359,i mean she has pretended to you that she did not love george they have loved one another all along,why not,Lucy; Mr. Beebe,M,intermediate,M,major,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
00277,Lucy,Mr. Emerson,1360,1362,mr beebe i have misled you i have misled myself,it is not rubbish it s the part of people that you don t understand,Mr. Beebe; Mr. Emerson,,,M,intermediate,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
00278,Mr. Beebe,Lucy,1361,1363,oh rubbish miss honeychurch,mr beebe could you help me,Lucy; Mr. Emerson,M,major,,,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1
00279,Mr. Emerson,Mr. Beebe,1362,1364,it is not rubbish it s the part of people that you don t understand,i am more grieved than i can possibly express it is lamentable lamentable incredible,Lucy; Mr. Beebe,M,intermediate,M,major,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1
00280,Lucy,Mr. Emerson,1363,1365,mr beebe could you help me,what s wrong with the boy,Mr. Beebe; Mr. Emerson,,,M,intermediate,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
00281,Mr. Beebe,Lucy,1366,1368,nothing mr emerson except that he no longer interests me marry george miss honeychurch he will do admirably,you kiss me you kiss me i will try,Lucy; Mr. Emerson,M,major,,,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1
00282,Mr. Emerson,Lucy,1367,1369,now it is all dark now beauty and passion seem never to have existed i know but remember the mountains over florence and the view ah dear if i were george and gave you one kiss it would make you brave you have to go cold into a battle that needs warmth out into the muddle that you have made yourself and your mother and all your friends will despise you oh my darling and rightly if it is ever right to despise george still dark all the tussle and the misery without a word from him am i justified yes for we fight for more than love or pleasure there is truth truth counts truth does count,never exactly understood how he managed to strengthen her it was as if he had made her see the whole of everything at once,Lucy,M,intermediate,,,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0
00283,Lucy,George Emerson,1380,1382,san miniato i ll just finish your sock,anything good in freddy s letter,George Emerson,,,M,intermediate,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0
00284,The Cabman,Lucy,1381,1383,signorino domani faremo uno giro,not yet,George Emerson; Lucy,M,minor,,,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0
00285,The Cabman,George Emerson,1386,1388,signorino domani faremo uno giro,you may well wish that,George Emerson; Lucy,M,minor,M,intermediate,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
00286,The Cabman,Lucy,1391,1393,signorino domani faremo,no don t be rude to him mr eager and charlotte dreadful frozen charlotte how cruel she would be to a man like that,George Emerson; Lucy,M,minor,,,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
00287,The Cabman,Lucy,1404,1406,scusi tanto signora buona sera e grazie,mean what george,George Emerson; Lucy,M,minor,,,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
