A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel
Angelo,Margaret,1433,1435,she was a very ruda girla,oh henry i have been so naughty we ran over a cat charles told me not to jump out but i would and look your poor meg went such a flop,Albert Fussell; Charles Wilcox; Crane; Margaret; Mrs. Warrington; Myra,M,minor,F,major,HowardsEnd
Margaret,Mrs. Warrington,1434,1436,wouldn t you have been rude,thinking it was a dog,Albert Fussell; Angelo; Charles Wilcox; Crane; Mrs. Warrington; Myra,F,major,F,minor,HowardsEnd
Margaret,Colonel Fussell,1435,1437,oh henry i have been so naughty we ran over a cat charles told me not to jump out but i would and look your poor meg went such a flop,ah a dog s a companion a dog ll remember you,Charles Wilcox; Colonel Fussell; Henry; Mrs. Warrington,F,major,M,minor,HowardsEnd
Mrs. Warrington,Henry,1436,1438,thinking it was a dog,have you hurt yourself margaret,Charles Wilcox; Colonel Fussell; Henry; Margaret,F,minor,,,HowardsEnd
Colonel Fussell,Margaret,1437,1439,ah a dog s a companion a dog ll remember you,not to speak about and it s my left hand,Charles Wilcox; Henry; Margaret; Mrs. Warrington,M,minor,F,major,HowardsEnd
Margaret,Henry,1439,1441,not to speak about and it s my left hand,now charles what s happened,Charles Wilcox; Colonel Fussell; Henry; Mrs. Warrington,F,major,,,HowardsEnd
Henry,Charles Wilcox,1440,1442,well hurry up and change,it is all very well the pater s saying that he will be just to all but one can t be just indefinitely money isn t elastic what s to happen if evie has a family and come to that so may the pater there ll not be enough to go round for there s none coming in either through dolly or percy it s damnable,Charles Wilcox; Colonel Fussell; Margaret; Mrs. Warrington,,,M,major,HowardsEnd
Henry,Margaret,1457,1459,why not,we shall never get through it i think it did go off well since i had to jump out of the motor i m thankful i lighted on my left hand i am so very glad about it henry dear i only hope that the guests at ours may be half as comfortable you must all remember that we have no practical person among us except my aunt and she is not used to entertainments on a large scale,Margaret,,,F,major,HowardsEnd
A Little Boy,Henry,1458,1460,by your leave let me pass please,i know under the circumstances it would be better to put everything into the hands of harrods or whiteley s or even to go to some hotel you desire a hotel yes because well i mustn t interfere with you no doubt you want to be married from your old home,Henry; Margaret,M,minor,,,HowardsEnd
Henry,Margaret,1468,1470,i m not at home yet to townees,what is it oh what s wrong is tibby ill,Margaret,,,F,major,HowardsEnd
Margaret,Helen,1486,1488,how do you do mr bast this is an odd business what view do you take of it,you have fainted perhaps the air will do you good,Helen; Jacky; Leonard,F,major,F,major,HowardsEnd
Helen,Leonard,1487,1489,there is mrs bast too,i m sure i don t want to intrude but you have been so kind to me in the past in warning me about the porphyrion that i wondered why i wondered whether,Jacky; Leonard; Margaret,F,major,M,major,HowardsEnd
Leonard,Margaret,1489,1491,i m sure i don t want to intrude but you have been so kind to me in the past in warning me about the porphyrion that i wondered why i wondered whether,i don t understand you left the porphyrion because we suggested it was a bad concern didn t you,Helen; Jacky; Margaret,M,major,F,major,HowardsEnd
Helen,Leonard,1490,1492,whether we could get him back into the porphyrion again meg this has been a cheerful business a bright evening s work that was on chelsea embankment,that s right,Jacky; Leonard; Margaret,F,major,M,major,HowardsEnd
Leonard,Helen,1492,1494,that s right,i told you all that and they reduced their staff after he had been in a month and now he s penniless and i consider that we and our informant are directly to blame,Helen; Jacky; Margaret,M,major,F,major,HowardsEnd
Margaret,Leonard,1493,1495,and went into a bank instead,i hate all this,Helen; Jacky; Leonard,F,major,M,major,HowardsEnd
Helen,Margaret,1494,1496,i told you all that and they reduced their staff after he had been in a month and now he s penniless and i consider that we and our informant are directly to blame,i hope you do mr bast but it s no good mincing matters you have done yourself no good by coming here if you intend to confront mr wilcox and to call him to account for a chance remark you will make a very great mistake,Jacky; Leonard; Margaret,F,major,F,major,HowardsEnd
Leonard,Helen,1495,1497,i hate all this,i brought them i did it all,Helen; Jacky; Margaret,M,major,F,major,HowardsEnd
Helen,Leonard,1497,1499,i brought them i did it all,that isn t what i want miss schlegel you re very kind and no doubt it s a false position but you make me miserable i seem no good at all,Jacky; Leonard; Margaret,F,major,M,major,HowardsEnd
Margaret,Helen,1498,1500,i can only advise you to go at once my sister has put you in a false position and it is kindest to tell you so it s too late to get to town but you ll find a comfortable hotel in oniton where mrs bast can rest and i hope you ll be my guests there,it s work he wants can t you see,Helen; Jacky; Leonard,F,major,F,major,HowardsEnd
Helen,Margaret,1500,1502,it s work he wants can t you see,we would like to find you work we want to i like my sister you re only down in your luck go to the hotel have a good night s rest and some day you shall pay me back the bill if you prefer it,Jacky; Leonard; Margaret,F,major,F,major,HowardsEnd
Leonard,Margaret,1503,1505,you don t know what you re talking about i shall never get work now if rich people fail at one profession they can try another not i i had my groove and i ve got out of it i could do one particular branch of insurance in one particular office well enough to command a salary but that s all poetry s nothing miss schlegel one s thoughts about this and that are nothing your money too is nothing if you ll understand me i mean if a man over twenty once loses his own particular job it s all over with him i have seen it happen to others their friends gave them money for a little but in the end they fall over the edge it s no good it s the whole world pulling there always will be rich and poor,helen i like mr bast i agree that he s worth helping i agree that we are directly responsible,Helen; Jacky; Margaret,M,major,F,major,HowardsEnd
Margaret,Helen,1504,1506,won t you have something to eat i don t know what to do it isn t my house and though mr wilcox would have been glad to see you at any other time as i say i don t know what to do but i undertake to do what i can for you helen offer them something do try a sandwich mrs bast,no indirectly via mr wilcox,Helen; Jacky; Leonard,F,major,F,major,HowardsEnd
Henry,Margaret,1536,1538,all right i ll see him,i should be glad if you took him but i don t know whether he s qualified,Margaret,,,F,major,HowardsEnd
Henry,Margaret,1547,1549,madam you will be more comfortable at the hotel,ne crois pas que le mari lui ressemble il est tout fait diff rent,Jacky; Margaret,,,F,major,HowardsEnd
Margaret,Henry,1549,1551,ne crois pas que le mari lui ressemble il est tout fait diff rent,i congratulate you on your proteges,Henry; Jacky,F,major,,,HowardsEnd
Henry,Margaret,1551,1553,i congratulate you on your proteges,bless us what a person,Jacky; Margaret,,,F,major,HowardsEnd
Jacky,Henry,1554,1556,you re a nice boy you are there now i love you,and pray why,Henry; Margaret,,,,,HowardsEnd
Henry,Jacky,1558,1560,pray don t apologise,seen hen before who hasn t seen hen he s serving you like me my boys you wait still we love em,Jacky; Margaret,,,,,HowardsEnd
Margaret,Henry,1559,1561,why does she call you hen has she ever seen you before,are you now satisfied,Henry; Jacky,F,major,,,HowardsEnd
Jacky,Margaret,1560,1562,seen hen before who hasn t seen hen he s serving you like me my boys you wait still we love em,i don t know what it is all about let s come in,Henry; Margaret,,,F,major,HowardsEnd
Henry,Colonel Fussell,1569,1571,no let me do that,i don t expect there s much to forgive,Colonel Fussell; Margaret,,,M,minor,HowardsEnd
Colonel Fussell,Henry,1571,1573,i don t expect there s much to forgive,you put it with your usual delicacy,Henry; Margaret,M,minor,,,HowardsEnd
Dolly,Margaret,1763,1765,but she s only a farm woman,left to itself this county would vote liberal,Margaret,F,intermediate,F,major,HowardsEnd
Madge,Margaret,1766,1768,yes mrs wilcox no mrs wilcox oh yes mrs wilcox auntie received your letter quite duly auntie has gone up to your little place at the present moment shall i send the servant to direct you of course auntie does not generally look after your place she only does it to oblige a neighbour as something exceptional it gives her something to do she spends quite a lot of her time there my husband says to me sometimes i say yes mrs wilcox mrs wilcox could i prevail upon you to accept a piece of cake not if i cut it for you i cannot let you go on alone now don t you really mustn t i will direct you myself if it comes to that i must get my hat now mrs wilcox don t you move while i m gone,are you sure that miss avery is up here,Margaret,F,minor,F,major,HowardsEnd
Miss Avery,Margaret,1772,1774,madge go away,your niece and i have come together,Madge; Margaret,F,intermediate,F,major,HowardsEnd
Madge,Miss Avery,1773,1775,auntie it s mrs wilcox,madge go away this is no moment for your hat,Margaret; Miss Avery,F,minor,F,intermediate,HowardsEnd
Margaret,Madge,1774,1776,your niece and i have come together,auntie gets more eccentric lately,Madge; Miss Avery,F,major,F,minor,HowardsEnd
Miss Avery,Margaret,1775,1777,madge go away this is no moment for your hat,miss avery i have come about the furniture could you kindly let me in,Madge; Margaret,F,intermediate,F,major,HowardsEnd
Madge,Miss Avery,1776,1778,auntie gets more eccentric lately,yes mrs wilcox of course,Margaret; Miss Avery,F,minor,F,intermediate,HowardsEnd
Miss Avery,Madge,1778,1780,yes mrs wilcox of course,well if you ll excuse me perhaps i ought to be leaving you now the servants need seeing to at the farm auntie is so odd at times,Madge; Margaret,F,intermediate,F,minor,HowardsEnd
Margaret,Miss Avery,1779,1781,i hope miss avery is not ill,well come right in mrs wilcox,Madge; Miss Avery,F,major,F,intermediate,HowardsEnd
Madge,Margaret,1780,1782,well if you ll excuse me perhaps i ought to be leaving you now the servants need seeing to at the farm auntie is so odd at times,thank you so much,Margaret; Miss Avery,F,minor,F,major,HowardsEnd
Miss Avery,Margaret,1817,1819,certainly mrs wilcox,helen won t be able to stop aunt juley she has telegraphed that she can only get away just to see you she must go back to germany as soon as you are well,Margaret,F,intermediate,F,major,HowardsEnd
Margaret,Tibby,1841,1843,that is what we all say but why should it be just like helen why should she be allowed to be so queer and to grow queerer,all the same you have not quite seen our point,Henry; Tibby,F,major,M,intermediate,HowardsEnd
Henry,Margaret,1844,1846,i don t suppose i ever shall,come in charles could you help us at all we are again in trouble,Margaret; Tibby,,,F,major,HowardsEnd
Margaret,Tibby,1846,1848,come in charles could you help us at all we are again in trouble,the facts are as follows the facts are that she has been in england for three days and will not see us she has forbidden the bankers to give us her address she refuses to answer questions margaret finds her letters colourless there are other facts but these are the most striking,Charles Wilcox; Henry; Tibby,F,major,M,intermediate,HowardsEnd
Charles Wilcox,Henry,1847,1849,i m afraid i cannot what are the facts we are all mad more or less you know in these days,she has never behaved like this before then,Henry; Margaret; Tibby,M,major,,,HowardsEnd
Tibby,Margaret,1848,1850,the facts are as follows the facts are that she has been in england for three days and will not see us she has forbidden the bankers to give us her address she refuses to answer questions margaret finds her letters colourless there are other facts but these are the most striking,of course not,Charles Wilcox; Henry; Margaret,M,intermediate,F,major,HowardsEnd
Margaret,Tibby,1862,1864,it s quite impossible,it doesn t seem impossible to me it is surely a very tippy plan,Charles Wilcox; Henry; Tibby,F,major,M,intermediate,HowardsEnd
Tibby,Henry,1866,1868,but helen doesn t talk that s our whole difficulty she won t talk your particular language and on that account you think she s ill,i see you have scruples,Charles Wilcox; Henry; Margaret,M,intermediate,,,HowardsEnd
Margaret,Charles Wilcox,1875,1877,not in that way,pater we may as well keep howards end out of it,Charles Wilcox; Henry; Tibby,F,major,M,major,HowardsEnd
Margaret,Dolly,1887,1889,i cannot make it out,yes margaret you know you must take plenty,Dolly; Henry,F,major,F,intermediate,HowardsEnd
Dolly,Margaret,1889,1891,yes margaret you know you must take plenty,oh yes i am fit only most frightfully worried i cannot feel that helen is really alive her letters and telegrams seem to have come from some one else her voice isn t in them i don t believe your driver really saw her at the station i wish i d never mentioned it i know that charles is vexed yes he is there dolly will forgive me there now we ll be off,Henry; Margaret,F,intermediate,F,major,HowardsEnd
Margaret,Henry,1893,1895,have i time,dolly i m going without her tell her i thought it best,Dolly; Henry,F,major,,,HowardsEnd
Henry,Dolly,1894,1896,yes plenty,yes mr wilcox i see,Dolly; Margaret,,,F,intermediate,HowardsEnd
Henry,Margaret,1910,1912,i was just saying to my wife mansbridge that our main object is not to frighten miss schlegel the house as you know is my property so it should seem quite natural for us to be there the trouble is evidently nervous wouldn t you say so margaret,though she did resent my husband s immorality,Crane; Mansbridge; Margaret,,,F,major,HowardsEnd
Henry,Margaret,1913,1915,she always was highly strung a tendency to spiritualism and those things though nothing serious musical literary artistic but i should say normal a very charming girl,oh my darling yes all right,Crane; Mansbridge; Margaret,,,F,major,HowardsEnd
Mansbridge,Henry,1926,1928,i can diagnose the case more bluntly if you wish,come come margaret this is a terrible business an appalling business it s doctor s orders open the door,Henry; Margaret,M,minor,,,HowardsEnd
Margaret,Mansbridge,1929,1931,forgive me but i will not,this business is as broad as it s long we had better all work together you need us mrs wilcox and we need you,Henry; Mansbridge,F,major,M,minor,HowardsEnd
Mansbridge,Margaret,1931,1933,this business is as broad as it s long we had better all work together you need us mrs wilcox and we need you,i do not need you in the least no more does my sister who is still many weeks from her confinement,Henry; Margaret,M,minor,F,major,HowardsEnd
The Driver,Helen,1980,1982,please lady a message,this is mr wilcox s house,Helen; Margaret,M,minor,F,major,HowardsEnd
Tom,Helen,2024,2026,yes please,but i like milk why send it away,Helen; Margaret,,,F,major,HowardsEnd
Helen,Tom,2026,2028,but i like milk why send it away,please i m to call in the morning for the can,Margaret; Tom,F,major,,,HowardsEnd
Tom,Helen,2030,2032,in the morning would i bring eggs too,nice little boy i say what s your name mine s helen,Helen; Margaret,,,F,major,HowardsEnd
Tom,Margaret,2035,2037,mine are lop eareds,undoubtedly he is probably the son of madge and madge is dreadful but this place has wonderful powers,Helen; Margaret,,,F,major,HowardsEnd
Dolly,Henry,2069,2071,but the diddums can t listen he isn t nine months old,is it what we feared,Henry; Margaret,F,intermediate,,,HowardsEnd
Henry,Margaret,2070,2072,that s not what i was saying,it is,Dolly; Margaret,,,F,major,HowardsEnd
Miss Avery,Helen,2151,2153,good night mrs wilcox,why should miss avery work for us,Helen; Margaret,F,intermediate,F,major,HowardsEnd
The Parlourmaid,Leonard,2178,2180,mr schlegel doesn t know we can t know everything can we,i say jacky i m going out for a bit,Leonard,F,minor,M,major,HowardsEnd
Leonard,Charles Wilcox,2184,2186,mrs wilcox i have done wrong,that s enough,Charles Wilcox; Helen; Margaret; Miss Avery,M,major,M,major,HowardsEnd
Charles Wilcox,Miss Avery,2185,2187,bring me a stick get some water he s shamming of course i only used the blade here carry him out into the air,yes murder s enough,Helen; Leonard; Margaret; Miss Avery,M,major,F,intermediate,HowardsEnd
Henry,Charles Wilcox,2215,2217,i think i ll go round to the police station,very well sir which car will you have,Charles Wilcox; Dolly,,,M,major,HowardsEnd
Dolly,Henry,2216,2218,what for,i think i ll walk,Charles Wilcox; Henry,F,intermediate,,,HowardsEnd
Miss Avery,Margaret,2224,2226,no one ever told the lad he ll have a child,is it the keys that mr wilcox wants,Helen; Margaret,F,intermediate,F,major,HowardsEnd
Crane,Margaret,2229,2231,he didn t say madam,it will be more appropriate in the road i am afraid did you get my message,Margaret,,,F,major,HowardsEnd
Henry,Margaret,2244,2246,no my dear manslaughter manslaughter charles may go to prison i dare not tell him i don t know what to do what to do i m broken i m ended,what was that,Margaret,,,F,major,HowardsEnd
Tom,Margaret,2271,2273,yes please,it is only that people are far more different than is pretended all over the world men and women are worrying because they cannot develop as they are supposed to develop here and there they have the matter out and it comforts them don t fret yourself helen develop what you have love your child i do not love children i am thankful to have none i can play with their beauty and charm but that is all nothing real not one scrap of what there ought to be and others others go farther still and move outside humanity altogether a place as well as a person may catch the glow don t you see that all this leads to comfort in the end it is part of the battle against sameness differences eternal differences planted by god in a single family so that there may always be colour sorrow perhaps but colour in the daily grey then i can t have you worrying about leonard don t drag in the personal when it will not come forget him,Helen; Margaret,,,F,major,HowardsEnd
Helen,Margaret,2288,2290,the conclave s breaking at last i ll go,yes i did,Margaret,F,major,F,major,HowardsEnd
Margaret,Paul,2290,2292,yes i did,it s apparently got to suit us,Paul,F,major,M,minor,HowardsEnd
Paul,Evie,2294,2296,as i ve given up the outdoor life that suited me and i have come home to look after the business it s no good my settling down here it s not really the country and it s not the town,of course father,Dolly; Evie; Henry; Margaret,M,minor,F,intermediate,HowardsEnd
Evie,Dolly,2296,2298,of course father,perfectly splendidly i thought charles wanted it for the boys but last time i saw him he said no because we cannot possibly live in this part of england again charles says we ought to change our name but i cannot think what to for wilcox just suits charles and me and i can t think of any other name,Dolly; Henry; Margaret; Paul,F,intermediate,F,intermediate,HowardsEnd
Dolly,Paul,2298,2300,perfectly splendidly i thought charles wanted it for the boys but last time i saw him he said no because we cannot possibly live in this part of england again charles says we ought to change our name but i cannot think what to for wilcox just suits charles and me and i can t think of any other name,down in the field oh come i think we might have had the whole establishment piccaninnies included,Evie; Henry; Margaret; Paul,F,intermediate,M,minor,HowardsEnd
Henry,Evie,2299,2301,then i leave howards end to my wife absolutely and let everyone understand that and after i am dead let there be no jealousy and no surprise in consequence i leave my wife no money that is her own wish all that she would have had will be divided among you i am also giving you a great deal in my lifetime so that you may be independent of me that is her wish too she also is giving away a great deal of money she intends to diminish her income by half during the next ten years she intends when she dies to leave the house to her nephew down in the field is all that clear does everyone understand,don t paul you promised you d take care,Dolly; Evie; Margaret; Paul,,,F,intermediate,HowardsEnd
Paul,Henry,2300,2302,down in the field oh come i think we might have had the whole establishment piccaninnies included,good bye old girl don t you worry about me,Dolly; Evie; Henry; Margaret,M,minor,,,HowardsEnd
Henry,Dolly,2302,2304,good bye old girl don t you worry about me,good bye mr wilcox it does seem curious that mrs wilcox should have left margaret howards end and yet she get it after all,Dolly; Evie; Margaret; Paul,,,F,intermediate,HowardsEnd
Dolly,Margaret,2304,2306,good bye mr wilcox it does seem curious that mrs wilcox should have left margaret howards end and yet she get it after all,good bye,Evie; Henry; Margaret; Paul,F,intermediate,F,major,HowardsEnd
Margaret,Paul,2306,2308,good bye,so long father,Dolly; Evie; Henry; Paul,F,major,M,minor,HowardsEnd
Henry,Margaret,2309,2311,good bye my boy always take care of yourself,good bye,Dolly; Evie; Margaret; Paul,,,F,major,HowardsEnd
Paul,Margaret,2310,2312,good bye mrs wilcox,could you tell me henry what was that about mrs wilcox having left me howards end,Dolly; Evie; Henry; Margaret,M,minor,F,major,HowardsEnd
Margaret,Henry,2311,2313,good bye,yes she did but that is a very old story when she was ill and you were so kind to her she wanted to make you some return and not being herself at the time scribbled howards end on a piece of paper i went into it thoroughly and as it was clearly fanciful i set it aside little knowing what my margaret would be to me in the future i didn t do wrong did i,Dolly; Evie; Henry; Paul,F,major,,,HowardsEnd
Mr. Herriton,Irma,3,5,i wish i were,i ll do my best,Harriet; Irma; Lilia; Mrs. Herriton; Mrs. Theobald,M,major,F,minor,WhereAngelsFearToTread
Lilia,Mrs. Herriton,4,6,good bye dear every one what a whirl good bye darling mind you re always good and do what granny tells you,she is sure to be good,Harriet; Irma; Mr. Herriton; Mrs. Herriton; Mrs. Theobald,F,intermediate,F,intermediate,WhereAngelsFearToTread
Irma,Lilia,5,7,i ll do my best,caroline my caroline jump in or your chaperon will go off without you,Harriet; Lilia; Mr. Herriton; Mrs. Herriton; Mrs. Theobald,F,minor,F,intermediate,WhereAngelsFearToTread
Mrs. Herriton,Harriet,6,8,she is sure to be good,handkerchiefs and collars in my inlaid box i ve lent you my inlaid box,Harriet; Irma; Lilia; Mr. Herriton; Mrs. Theobald,F,intermediate,F,major,WhereAngelsFearToTread
Mr. Kingcroft,Mrs. Theobald,10,12,good bye mrs charles may you enjoy yourself and may god bless you,high spirits to begin so long a journey,Harriet; Irma; Lilia; Mr. Herriton; Mrs. Herriton; Mrs. Theobald,M,minor,F,minor,WhereAngelsFearToTread
Lilia,Mr. Kingcroft,11,13,oh i am so sorry but you do look so funny oh you all look so funny waving oh pray,i wish that mrs charles had gotten the footwarmer these london porters won t take heed to a country chap,Harriet; Irma; Mr. Herriton; Mr. Kingcroft; Mrs. Herriton; Mrs. Theobald,F,intermediate,M,minor,WhereAngelsFearToTread
Mrs. Theobald,Mrs. Herriton,12,14,high spirits to begin so long a journey,but you did your best and i think it simply noble of you to have brought mrs theobald all the way here on such a day as this,Harriet; Irma; Mr. Herriton; Mr. Kingcroft; Mrs. Herriton,F,minor,F,intermediate,WhereAngelsFearToTread
Mr. Kingcroft,Irma,13,15,i wish that mrs charles had gotten the footwarmer these london porters won t take heed to a country chap,and granny when will the old ship get to italy,Harriet; Irma; Mr. Herriton; Mrs. Herriton; Mrs. Theobald,M,minor,F,minor,WhereAngelsFearToTread
Mrs. Herriton,Mr. Herriton,16,18,grandmother dear not granny and we say a boat or a steamer not a ship ships have sails and mother won t go all the way by sea you look at the map of europe and you ll see why harriet take her go with aunt harriet and she ll show you the map,here beginneth the new life,Irma; Mr. Herriton,F,intermediate,M,major,WhereAngelsFearToTread
Mrs. Herriton,Harriet,31,33,it is something that she is contented but no one could live three months with caroline abbott and not be the better for it,i cannot understand people what can they be doing all day and there is no church there i suppose,Harriet; Mr. Herriton,F,intermediate,F,major,WhereAngelsFearToTread
Harriet,Mrs. Herriton,35,37,of course i mean an english church lilia promised me that she would always be in a large town on sundays,now dears don t listen to lilia s letter we love this place and i do not know how i shall ever thank philip for telling me it it is not only so quaint but one sees the italians unspoiled in all their simplicity and charm here the frescoes are wonderful caroline who grows sweeter every day is very busy sketching,Mr. Herriton; Mrs. Herriton,F,major,F,intermediate,WhereAngelsFearToTread
Mr. Herriton,Harriet,36,38,if she goes to a service at santa deodata s she will find more beauty and sincerity than there is in all the back kitchens of europe,every one to his taste,Harriet; Mrs. Herriton,M,major,F,major,WhereAngelsFearToTread
Mrs. Herriton,Mr. Herriton,37,39,now dears don t listen to lilia s letter we love this place and i do not know how i shall ever thank philip for telling me it it is not only so quaint but one sees the italians unspoiled in all their simplicity and charm here the frescoes are wonderful caroline who grows sweeter every day is very busy sketching,oh harriet is a bad lot,Harriet; Mr. Herriton,F,intermediate,M,major,WhereAngelsFearToTread
Harriet,Mr. Herriton,38,40,every one to his taste,one moment irma i m going to the station i ll give you the pleasure of my company,Mr. Herriton; Mrs. Herriton,F,major,M,major,WhereAngelsFearToTread
Mr. Herriton,Mrs. Herriton,39,41,oh harriet is a bad lot,we will save the peas to the last they are the greatest fun,Mrs. Herriton,M,major,F,intermediate,WhereAngelsFearToTread
Harriet,Mrs. Herriton,60,62,but what a place to go to what nice person too do you meet in a hotel,no answer get down mr philip s gladstone from the attic,Irma; Mrs. Herriton,F,major,F,intermediate,WhereAngelsFearToTread
Lilia,Caroline Abbott,110,112,welcome welcome to monteriano you told me to come here and i don t forget it let me introduce signor carella well din din s nearly ready your room s down the passage philip you needn t go changing,i ve told nothing it s all for you and if it only takes a quarter of an hour you ll be lucky,Caroline Abbott; Mr. Herriton,F,intermediate,F,major,WhereAngelsFearToTread
Caroline Abbott,Lilia,112,114,i ve told nothing it s all for you and if it only takes a quarter of an hour you ll be lucky,oh look the poor wee fish,Lilia,F,major,F,intermediate,WhereAngelsFearToTread
Signor Carella,Caroline Abbott,113,115,england is a great country the italians love england and the english italy too is a great country she has produced many famous men for example garibaldi and dante the latter wrote the inferno the purgatorio the paradiso the inferno is the most beautiful,but may not the fish die they have no air,Caroline Abbott; Lilia; Mr. Herriton,M,major,F,major,WhereAngelsFearToTread
Lilia,Signor Carella,114,116,oh look the poor wee fish,fish live on water not on air,Caroline Abbott; Mr. Herriton; Signor Carella,F,intermediate,M,major,WhereAngelsFearToTread
Caroline Abbott,Lilia,115,117,but may not the fish die they have no air,well philip i am sure you are ready for by bye we shall meet at twelve o clock lunch tomorrow if we don t meet before they give us caffe later in our rooms,Lilia; Mr. Herriton; Signor Carella,F,major,F,intermediate,WhereAngelsFearToTread
Signor Carella,Mr. Herriton,116,118,fish live on water not on air,i should like to see you now please in my room as i have come all the way on business,Caroline Abbott; Lilia; Mr. Herriton,M,major,M,major,WhereAngelsFearToTread
Lilia,Mr. Herriton,117,119,well philip i am sure you are ready for by bye we shall meet at twelve o clock lunch tomorrow if we don t meet before they give us caffe later in our rooms,my dear lilia don t let s have a scene before i arrived i thought i might have to question you it is unnecessary i know everything miss abbott has told me a certain amount and the rest i see for myself,Caroline Abbott; Mr. Herriton; Signor Carella,F,intermediate,M,major,WhereAngelsFearToTread
Mr. Herriton,Lilia,118,120,i should like to see you now please in my room as i have come all the way on business,see for yourself,Caroline Abbott; Lilia; Signor Carella,M,major,F,intermediate,WhereAngelsFearToTread
Mr. Herriton,Lilia,135,137,yes and i forbid you to do it you despise me perhaps and think i m feeble but you re mistaken you are ungrateful and impertinent and contemptible but i will save you in order to save irma and our name there is going to be such a row in this town that you and he ll be sorry you came to it i shall shrink from nothing for my blood is up it is unwise of you to laugh i forbid you to marry carella and i shall tell him so now,tell him so now have it out with him gino gino come in avanti fra filippo forbids the banns fra filippo s blood s up he shrinks from nothing oh take care he doesn t hurt you,Lilia,M,major,F,intermediate,WhereAngelsFearToTread
Lilia,Signor Carella,137,139,tell him so now have it out with him gino gino come in avanti fra filippo forbids the banns fra filippo s blood s up he shrinks from nothing oh take care he doesn t hurt you,i am not marrying her because she is rich,Mr. Herriton; Signor Carella,F,intermediate,M,major,WhereAngelsFearToTread
Lilia,Signor Carella,148,150,look what i am giving up to live with you silly fellow no i mean the life those herritons are very well connected they lead sawston society but what do i care so long as i have my silly fellow,the air is good so is the food she will be happy here and we shall not have to part with the money,Signor Carella,F,intermediate,M,major,WhereAngelsFearToTread
Signor Carella,Lilia,160,162,but you would be right they are not for you many of them are in trade and even we are little more you should have gentlefolk and nobility for your friends,but besides your relatives i must have other people here your friends have wives and sisters haven t they,Lilia,M,major,F,intermediate,WhereAngelsFearToTread
Lilia,Signor Carella,174,176,oh i forgot your horrid celibacy in england they would be the centre of everything but why shouldn t i know them would it make it easier if i called all round isn t that your foreign way but i must know some one who were the men you were talking to this afternoon but gino dear if they re low class why did you talk to them don t you care about your position,you must not go out alone it is not safe if you want to walk perfetta shall accompany you,Signor Carella,F,intermediate,M,major,WhereAngelsFearToTread
Lilia,Signor Carella,177,179,very well very well,immensely rich,Signor Carella,F,intermediate,M,major,WhereAngelsFearToTread
Signor Carella,Spiridione,219,221,certainly not you are in my country,passionately i have not studied scientific music but the music of the heart yes,Spiridione,M,major,M,intermediate,WhereAngelsFearToTread
Lilia,Signor Carella,220,222,do you like music,i think you are quite right i shall not bring people to the house any more i do not see why an english wife should be treated differently this is italy,Signor Carella; Spiridione,F,intermediate,M,major,WhereAngelsFearToTread
Spiridione,Signor Carella,223,225,you are very wise very wise indeed the more precious a possession the more carefully it should be guarded,this is italy,Signor Carella,M,intermediate,M,major,WhereAngelsFearToTread
Signor Carella,Lilia,227,229,i am your husband,none of his clothes seemed to fit too big in one place too small in another what has happened he is ill ill,Lilia,M,major,F,intermediate,WhereAngelsFearToTread
Lilia,Perfetta,236,238,you laugh,what courage you have and what good fortune he is angry no longer he has forgiven you,Perfetta; Signor Carella,F,intermediate,F,minor,WhereAngelsFearToTread
Perfetta,Lilia,238,240,what courage you have and what good fortune he is angry no longer he has forgiven you,it s nothing,Lilia,F,minor,F,intermediate,WhereAngelsFearToTread
Mrs. Herriton,Mr. Herriton,246,248,are we to go into mourning do you think,of course we must tell irma,Harriet; Mr. Herriton,F,intermediate,M,major,WhereAngelsFearToTread
Harriet,Mrs. Herriton,247,249,after all she has suffered that letter kept me awake for nights the whole thing is like one of those horrible modern plays where no one is in the right but if we have mourning it will mean telling irma,of course but i think we can still not tell her about lilia s marriage,Mr. Herriton; Mrs. Herriton,F,major,F,intermediate,WhereAngelsFearToTread
Mrs. Herriton,Harriet,257,259,on irma why,there s no need to twist the thing round to that,Harriet; Mr. Herriton,F,intermediate,F,major,WhereAngelsFearToTread
Mr. Herriton,Mrs. Herriton,258,260,on us perhaps we have morals and behaviour also and i don t think this continual secrecy improves them,of course there isn t let s keep to the main issue this baby s quite beside the point mrs theobald will do nothing and it s no concern of ours,Harriet; Mrs. Herriton,M,major,F,intermediate,WhereAngelsFearToTread
Harriet,Mr. Herriton,259,261,there s no need to twist the thing round to that,it will make a difference in the money surely,Mr. Herriton; Mrs. Herriton,F,major,M,major,WhereAngelsFearToTread
Mrs. Herriton,Mr. Herriton,274,276,she did but she has a mind of extraordinary delicacy she saw that i was reticent and she did not press me you see philip i can say to you what i could not say before harriet her ideas are so crude really we do not want it known in sawston that there is a baby all peace and comfort would be lost if people came inquiring after it,never mind it s all over now let the dead bury their dead it s fallen out of our lives,Mr. Herriton,F,intermediate,M,major,WhereAngelsFearToTread
