A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel
Nance,Bill Sikes,1970,1971,let me go bill let me go you don t know what you are doing you don t indeed for only one hour do do,cut my limbs off one by one if i don t think the gal s stark raving mad get up,Bill Sikes; Fagin,F,major,M,major,OliverTwist
Bill Sikes,Nance,1971,1972,cut my limbs off one by one if i don t think the gal s stark raving mad get up,not till you let me go not till you let me go never never,Fagin; Nance,M,major,F,major,OliverTwist
Nance,Bill Sikes,1972,1973,not till you let me go not till you let me go never never,whew wot a precious strange gal that is,Bill Sikes; Fagin,F,major,M,major,OliverTwist
Bill Sikes,Fagin,1973,1974,whew wot a precious strange gal that is,you may say that bill you may say that,Fagin,M,major,M,major,OliverTwist
Fagin,Bill Sikes,1974,1975,you may say that bill you may say that,wot did she take it into her head to go out to night for do you think come you should know her better than me wot does it mean,Bill Sikes,M,major,M,major,OliverTwist
Bill Sikes,Fagin,1975,1976,wot did she take it into her head to go out to night for do you think come you should know her better than me wot does it mean,obstinacy woman s obstinacy i suppose my dear,Fagin,M,major,M,major,OliverTwist
Fagin,Bill Sikes,1976,1977,obstinacy woman s obstinacy i suppose my dear,well i suppose it is i thought i had tamed her but she s as bad as ever,Bill Sikes,M,major,M,major,OliverTwist
Bill Sikes,Fagin,1977,1978,well i suppose it is i thought i had tamed her but she s as bad as ever,worse i never knew her like this for such a little cause,Fagin,M,major,M,major,OliverTwist
Fagin,Bill Sikes,1978,1979,worse i never knew her like this for such a little cause,nor i i think she s got a touch of that fever in her blood yet and it won t come out eh,Bill Sikes,M,major,M,major,OliverTwist
Bill Sikes,Fagin,1979,1980,nor i i think she s got a touch of that fever in her blood yet and it won t come out eh,like enough,Fagin,M,major,M,major,OliverTwist
Fagin,Bill Sikes,1980,1981,like enough,i ll let her a little blood without troubling the doctor if she s took that way again she was hanging about me all day and night too when i was stretched on my back and you like a blackhearted wolf as you are kept yourself aloof we was poor too all the time and i think one way or other it s worried and fretted her and that being shut up here so long has made her restless eh,Bill Sikes,M,major,M,major,OliverTwist
Bill Sikes,Fagin,1981,1982,i ll let her a little blood without troubling the doctor if she s took that way again she was hanging about me all day and night too when i was stretched on my back and you like a blackhearted wolf as you are kept yourself aloof we was poor too all the time and i think one way or other it s worried and fretted her and that being shut up here so long has made her restless eh,that s it my dear hush,Fagin,M,major,M,major,OliverTwist
Fagin,Bill Sikes,1982,1983,that s it my dear hush,why now she s on the other tack light him down it s a pity he should break his neck himself and disappoint the sight seers show him a light,Bill Sikes,M,major,M,major,OliverTwist
Bill Sikes,Fagin,1983,1984,why now she s on the other tack light him down it s a pity he should break his neck himself and disappoint the sight seers show him a light,what is it nancy dear,Fagin; Nance,M,major,M,major,OliverTwist
Fagin,Nance,1984,1985,what is it nancy dear,what do you mean,Nance,M,major,F,major,OliverTwist
Nance,Fagin,1985,1986,what do you mean,the reason of all this if he is so hard with you he s a brute nance a brute beast why don t you,Fagin,F,major,M,major,OliverTwist
Fagin,Nance,1988,1989,no matter just now we ll talk of this again you have a friend in me nance a staunch friend i have the means at hand quiet and close if you want revenge on those that treat you like a dog like a dog worse than his dog for he humours him sometimes come to me i say come to me he is the mere hound of a day but you know me of old nance,i know you well good night,Nance,M,major,F,major,OliverTwist
Nance,Fagin,1989,1990,i know you well good night,with a little persuasion what more likely than that she would consent to poison him women have done such things and worse to secure the same object before now there would be the dangerous villain the man i hate gone another secured in his place and my influence over the girl with a knowledge of this crime to back it unlimited how can i increase my influence with her what new power can i acquire i can she durst not refuse me then not for her life not for her life i have it all the means are ready and shall be set to work i shall have you yet,Fagin,F,major,M,major,OliverTwist
Noah Claypole,Fagin,1992,1993,well here i am what s the matter don t yer ask me to do anything till i have done eating that s a great fault in this place yer never get time enough over yer meals,you can talk as you eat can t you,Fagin,M,major,M,major,OliverTwist
Fagin,Noah Claypole,1993,1994,you can talk as you eat can t you,oh yes i can talk i get on better when i talk where s charlotte,Noah Claypole,M,major,M,major,OliverTwist
Noah Claypole,Fagin,1994,1995,oh yes i can talk i get on better when i talk where s charlotte,out i sent her out this morning with the other young woman because i wanted us to be alone,Fagin,M,major,M,major,OliverTwist
Fagin,Noah Claypole,1995,1996,out i sent her out this morning with the other young woman because i wanted us to be alone,oh i wish yer d ordered her to make some buttered toast first well talk away yer won t interrupt me,Noah Claypole,M,major,M,major,OliverTwist
Noah Claypole,Fagin,1996,1997,oh i wish yer d ordered her to make some buttered toast first well talk away yer won t interrupt me,you did well yesterday my dear beautiful six shillings and ninepence halfpenny on the very first day the kinchin lay will be a fortune to you,Fagin,M,major,M,major,OliverTwist
Fagin,Noah Claypole,1997,1998,you did well yesterday my dear beautiful six shillings and ninepence halfpenny on the very first day the kinchin lay will be a fortune to you,don t you forget to add three pint pots and a milk can,Noah Claypole,M,major,M,major,OliverTwist
Noah Claypole,Fagin,1998,1999,don t you forget to add three pint pots and a milk can,no no my dear the pint pots were great strokes of genius but the milk can was a perfect masterpiece,Fagin,M,major,M,major,OliverTwist
Fagin,Noah Claypole,1999,2000,no no my dear the pint pots were great strokes of genius but the milk can was a perfect masterpiece,pretty well i think for a beginner the pots i took off airy railings and the milk can was standing by itself outside a public house i thought it might get rusty with the rain or catch cold yer know eh ha ha ha,Noah Claypole,M,major,M,major,OliverTwist
Noah Claypole,Fagin,2000,2001,pretty well i think for a beginner the pots i took off airy railings and the milk can was standing by itself outside a public house i thought it might get rusty with the rain or catch cold yer know eh ha ha ha,i want you bolter to do a piece of work for me my dear that needs great care and caution,Fagin,M,major,M,major,OliverTwist
Fagin,Noah Claypole,2001,2002,i want you bolter to do a piece of work for me my dear that needs great care and caution,i say don t yer go shoving me into danger or sending me any more o yer police offices that don t suit me that don t and so i tell yer,Noah Claypole,M,major,M,major,OliverTwist
Noah Claypole,Fagin,2002,2003,i say don t yer go shoving me into danger or sending me any more o yer police offices that don t suit me that don t and so i tell yer,that s not the smallest danger in it not the very smallest it s only to dodge a woman,Fagin,M,major,M,major,OliverTwist
Fagin,Noah Claypole,2003,2004,that s not the smallest danger in it not the very smallest it s only to dodge a woman,an old woman,Noah Claypole,M,major,M,major,OliverTwist
Noah Claypole,Fagin,2004,2005,an old woman,a young one,Fagin,M,major,M,major,OliverTwist
Fagin,Noah Claypole,2005,2006,a young one,i can do that pretty well i know i was a regular cunning sneak when i was at school what am i to dodge her for not to,Noah Claypole,M,major,M,major,OliverTwist
Noah Claypole,Fagin,2006,2007,i can do that pretty well i know i was a regular cunning sneak when i was at school what am i to dodge her for not to,not to do anything but to tell me where she goes who she sees and if possible what she says to remember the street if it is a street or the house if it is a house and to bring me back all the information you can,Fagin,M,major,M,major,OliverTwist
Fagin,Noah Claypole,2007,2008,not to do anything but to tell me where she goes who she sees and if possible what she says to remember the street if it is a street or the house if it is a house and to bring me back all the information you can,what ll yer give me,Noah Claypole,M,major,M,major,OliverTwist
Noah Claypole,Fagin,2008,2009,what ll yer give me,if you do it well a pound my dear one pound and that s what i never gave yet for any job of work where there wasn t valuable consideration to be gained,Fagin,M,major,M,major,OliverTwist
Fagin,Noah Claypole,2009,2010,if you do it well a pound my dear one pound and that s what i never gave yet for any job of work where there wasn t valuable consideration to be gained,who is she,Noah Claypole,M,major,M,major,OliverTwist
Noah Claypole,Fagin,2010,2011,who is she,one of us,Fagin,M,major,M,major,OliverTwist
Fagin,Noah Claypole,2011,2012,one of us,oh lor yer doubtful of her are yer,Noah Claypole,M,major,M,major,OliverTwist
Noah Claypole,Fagin,2012,2013,oh lor yer doubtful of her are yer,she has found out some new friends my dear and i must know who they are,Fagin,M,major,M,major,OliverTwist
Fagin,Noah Claypole,2013,2014,she has found out some new friends my dear and i must know who they are,i see just to have the pleasure of knowing them if they re respectable people eh ha ha ha i m your man,Noah Claypole,M,major,M,major,OliverTwist
Noah Claypole,Fagin,2014,2015,i see just to have the pleasure of knowing them if they re respectable people eh ha ha ha i m your man,i knew you would be,Fagin,M,major,M,major,OliverTwist
Fagin,Noah Claypole,2015,2016,i knew you would be,of course of course where is she where am i to wait for her where am i to go,Noah Claypole,M,major,M,major,OliverTwist
Noah Claypole,Fagin,2016,2017,of course of course where is she where am i to wait for her where am i to go,all that my dear you shall hear from me i ll point her out at the proper time you keep ready and leave the rest to me she goes abroad to night and on the right errand i m sure for she has been alone all day and the man she is afraid of will not be back much before daybreak come with me quick,Fagin,M,major,M,major,OliverTwist
Fagin,Noah Claypole,2017,2018,all that my dear you shall hear from me i ll point her out at the proper time you keep ready and leave the rest to me she goes abroad to night and on the right errand i m sure for she has been alone all day and the man she is afraid of will not be back much before daybreak come with me quick,is that the woman i can t see her face well she is looking down and the candle is behind her,Noah Claypole,M,major,M,major,OliverTwist
Noah Claypole,Fagin,2018,2019,is that the woman i can t see her face well she is looking down and the candle is behind her,stay there,Barney; Fagin,M,major,M,major,OliverTwist
Fagin,Noah Claypole,2019,2020,stay there,i see her now,Barney; Noah Claypole,M,major,M,major,OliverTwist
Nance,Mr. Brownlow,2024,2025,not here i am afraid to speak to you here come away out of the public road down the steps yonder,this is far enough i will not suffer the young lady to go any farther many people would have distrusted you too much to have come even so far but you see i am willing to humour you,Mr. Brownlow; Rose Maylie,F,major,M,major,OliverTwist
Mr. Brownlow,Nance,2025,2026,this is far enough i will not suffer the young lady to go any farther many people would have distrusted you too much to have come even so far but you see i am willing to humour you,to humour me you re considerate indeed sir to humour me well well it s no matter,Nance; Rose Maylie,M,major,F,major,OliverTwist
Nance,Mr. Brownlow,2026,2027,to humour me you re considerate indeed sir to humour me well well it s no matter,why for what for what purpose can you have brought us to this strange place why not have let me speak to you above there where it is light and there is something stirring instead of bringing us to this dark and dismal hole,Mr. Brownlow; Rose Maylie,F,major,M,major,OliverTwist
Mr. Brownlow,Nance,2027,2028,why for what for what purpose can you have brought us to this strange place why not have let me speak to you above there where it is light and there is something stirring instead of bringing us to this dark and dismal hole,i told you before that i was afraid to speak to you there i don t know why it is but i have such a fear and dread upon me to night that i can hardly stand,Nance; Rose Maylie,M,major,F,major,OliverTwist
Nance,Mr. Brownlow,2028,2029,i told you before that i was afraid to speak to you there i don t know why it is but i have such a fear and dread upon me to night that i can hardly stand,a fear of what,Mr. Brownlow; Rose Maylie,F,major,M,major,OliverTwist
Mr. Brownlow,Nance,2029,2030,a fear of what,i scarcely know of what i wish i did horrible thoughts of death and shrouds with blood upon them and a fear that has made me burn as if i was on fire have been upon me all day i was reading a book to night to wile the time away and the same things came into the print,Nance; Rose Maylie,M,major,F,major,OliverTwist
Nance,Mr. Brownlow,2032,2033,no imagination i ll swear i saw coffin written in every page of the book in large black letters aye and they carried one close to me in the streets to night,there is nothing unusual in that they have passed me often,Mr. Brownlow; Rose Maylie,F,major,M,major,OliverTwist
Mr. Brownlow,Nance,2033,2034,there is nothing unusual in that they have passed me often,real ones this was not,Nance; Rose Maylie,M,major,F,major,OliverTwist
Nance,Rose Maylie,2034,2035,real ones this was not,speak to her kindly poor creature she seems to need it,Mr. Brownlow; Rose Maylie,F,major,F,major,OliverTwist
Rose Maylie,Nance,2035,2036,speak to her kindly poor creature she seems to need it,your haughty religious people would have held their heads up to see me as i am to night and preached of flames and vengeance oh dear lady why ar n t those who claim to be god s own folks as gentle and as kind to us poor wretches as you who having youth and beauty and all that they have lost might be a little proud instead of so much humbler,Mr. Brownlow; Nance,F,major,F,major,OliverTwist
Nance,Mr. Brownlow,2036,2037,your haughty religious people would have held their heads up to see me as i am to night and preached of flames and vengeance oh dear lady why ar n t those who claim to be god s own folks as gentle and as kind to us poor wretches as you who having youth and beauty and all that they have lost might be a little proud instead of so much humbler,ah a turk turns his face after washing it well to the east when he says his prayers these good people after giving their faces such a rub against the world as to take the smiles off turn with no less regularity to the darkest side of heaven between the mussulman and the pharisee commend me to the first you were not here last sunday night,Mr. Brownlow; Rose Maylie,F,major,M,major,OliverTwist
Mr. Brownlow,Nance,2037,2038,ah a turk turns his face after washing it well to the east when he says his prayers these good people after giving their faces such a rub against the world as to take the smiles off turn with no less regularity to the darkest side of heaven between the mussulman and the pharisee commend me to the first you were not here last sunday night,i couldn t come i was kept by force,Nance; Rose Maylie,M,major,F,major,OliverTwist
Nance,Mr. Brownlow,2038,2039,i couldn t come i was kept by force,by whom,Mr. Brownlow; Rose Maylie,F,major,M,major,OliverTwist
Mr. Brownlow,Nance,2039,2040,by whom,him that i told the young lady of before,Nance; Rose Maylie,M,major,F,major,OliverTwist
Nance,Mr. Brownlow,2040,2041,him that i told the young lady of before,you were not suspected of holding any communication with anybody on the subject which has brought us here to night i hope,Mr. Brownlow; Rose Maylie,F,major,M,major,OliverTwist
Mr. Brownlow,Nance,2041,2042,you were not suspected of holding any communication with anybody on the subject which has brought us here to night i hope,no it s not very easy for me to leave him unless he knows why i couldn t give him a drink of laudanum before i came away,Nance; Rose Maylie,M,major,F,major,OliverTwist
Nance,Mr. Brownlow,2042,2043,no it s not very easy for me to leave him unless he knows why i couldn t give him a drink of laudanum before i came away,did he awake before you returned,Mr. Brownlow; Rose Maylie,F,major,M,major,OliverTwist
Mr. Brownlow,Nance,2043,2044,did he awake before you returned,no and neither he nor any of them suspect me,Nance; Rose Maylie,M,major,F,major,OliverTwist
Nance,Mr. Brownlow,2044,2045,no and neither he nor any of them suspect me,good now listen to me,Mr. Brownlow; Rose Maylie,F,major,M,major,OliverTwist
Mr. Brownlow,Nance,2045,2046,good now listen to me,i am ready,Nance; Rose Maylie,M,major,F,major,OliverTwist
Nance,Mr. Brownlow,2046,2047,i am ready,this young lady has communicated to me and to some other friends who can be safely trusted what you told her nearly a fortnight since i confess to you that i had doubts at first whether you were to be implicitly relied upon but now i firmly believe you are,Mr. Brownlow; Rose Maylie,F,major,M,major,OliverTwist
Mr. Brownlow,Nance,2047,2048,this young lady has communicated to me and to some other friends who can be safely trusted what you told her nearly a fortnight since i confess to you that i had doubts at first whether you were to be implicitly relied upon but now i firmly believe you are,i am,Nance; Rose Maylie,M,major,F,major,OliverTwist
Nance,Mr. Brownlow,2048,2049,i am,i repeat that i firmly believe it to prove to you that i am disposed to trust you i tell you without reserve that we propose to extort the secret whatever it may be from the fear of this man monks but if if he cannot be secured or if secured cannot be acted upon as we wish you must deliver up the jew,Mr. Brownlow; Rose Maylie,F,major,M,major,OliverTwist
Mr. Brownlow,Nance,2051,2052,that man must be delivered up by you,i will not do it i will never do it devil that he is and worse than devil as he has been to me i will never do that,Nance; Rose Maylie,M,major,F,major,OliverTwist
Nance,Mr. Brownlow,2052,2053,i will not do it i will never do it devil that he is and worse than devil as he has been to me i will never do that,you will not,Mr. Brownlow; Rose Maylie,F,major,M,major,OliverTwist
Mr. Brownlow,Nance,2055,2056,tell me why,for one reason for one reason that the lady knows and will stand by me in i know she will for i have her promise and for this other reason besides that bad life as he has led i have led a bad life too there are many of us who have kept the same courses together and i ll not turn upon them who might any of them have turned upon me but didn t bad as they are,Nance; Rose Maylie,M,major,F,major,OliverTwist
Nance,Mr. Brownlow,2056,2057,for one reason for one reason that the lady knows and will stand by me in i know she will for i have her promise and for this other reason besides that bad life as he has led i have led a bad life too there are many of us who have kept the same courses together and i ll not turn upon them who might any of them have turned upon me but didn t bad as they are,then put monks into my hands and leave him to me to deal with,Mr. Brownlow; Rose Maylie,F,major,M,major,OliverTwist
Mr. Brownlow,Nance,2057,2058,then put monks into my hands and leave him to me to deal with,what if he turns against the others,Nance; Rose Maylie,M,major,F,major,OliverTwist
Nance,Mr. Brownlow,2058,2059,what if he turns against the others,i promise you that in that case if the truth is forced from him there the matter will rest there must be circumstances in oliver s little history which it would be painful to drag before the public eye and if the truth is once elicited they shall go scot free,Mr. Brownlow; Rose Maylie,F,major,M,major,OliverTwist
Mr. Brownlow,Nance,2059,2060,i promise you that in that case if the truth is forced from him there the matter will rest there must be circumstances in oliver s little history which it would be painful to drag before the public eye and if the truth is once elicited they shall go scot free,and if it is not,Nance; Rose Maylie,M,major,F,major,OliverTwist
Nance,Mr. Brownlow,2060,2061,and if it is not,then this fagin shall not be brought to justice without your consent in such a case i could show you reasons i think which would induce you to yield it,Mr. Brownlow; Rose Maylie,F,major,M,major,OliverTwist
Mr. Brownlow,Nance,2061,2062,then this fagin shall not be brought to justice without your consent in such a case i could show you reasons i think which would induce you to yield it,have i the lady s promise for that,Nance; Rose Maylie,M,major,F,major,OliverTwist
Nance,Rose Maylie,2062,2063,have i the lady s promise for that,you have my true and faithful pledge,Mr. Brownlow; Rose Maylie,F,major,F,major,OliverTwist
Rose Maylie,Nance,2063,2064,you have my true and faithful pledge,monks would never learn how you knew what you do,Mr. Brownlow; Nance,F,major,F,major,OliverTwist
Nance,Mr. Brownlow,2064,2065,monks would never learn how you knew what you do,never the intelligence should be brought to bear upon him that he could never even guess,Mr. Brownlow; Rose Maylie,F,major,M,major,OliverTwist
Mr. Brownlow,Nance,2065,2066,never the intelligence should be brought to bear upon him that he could never even guess,i have been a liar and among liars from a little child but i will take your words he is tall and a strongly made man but not stout he has a lurking walk and as he walks constantly looks over his shoulder first on one side and then on the other don t forget that for his eyes are sunk in his head so much deeper than any other man s that you might almost tell him by that alone his face is dark like his hair and eyes and although he can t be more than six or eight and twenty withered and haggard his lips are often discoloured and disfigured with the marks of teeth for he has desperate fits and sometimes even bites his hands and covers them with wounds why did you start part of this i have drawn out from other people at the house i tell you of for i have only seen him twice and both times he was covered up in a large cloak i think that s all i can give you to know him by stay though upon his throat so high that you can see a part of it below his neckerchief when he turns his face there is,Nance; Rose Maylie,M,major,F,major,OliverTwist
Nance,Mr. Brownlow,2066,2067,i have been a liar and among liars from a little child but i will take your words he is tall and a strongly made man but not stout he has a lurking walk and as he walks constantly looks over his shoulder first on one side and then on the other don t forget that for his eyes are sunk in his head so much deeper than any other man s that you might almost tell him by that alone his face is dark like his hair and eyes and although he can t be more than six or eight and twenty withered and haggard his lips are often discoloured and disfigured with the marks of teeth for he has desperate fits and sometimes even bites his hands and covers them with wounds why did you start part of this i have drawn out from other people at the house i tell you of for i have only seen him twice and both times he was covered up in a large cloak i think that s all i can give you to know him by stay though upon his throat so high that you can see a part of it below his neckerchief when he turns his face there is,a broad red mark like a burn or scald,Mr. Brownlow; Rose Maylie,F,major,M,major,OliverTwist
Mr. Brownlow,Nance,2067,2068,a broad red mark like a burn or scald,how s this you know him,Nance; Rose Maylie,M,major,F,major,OliverTwist
Nance,Mr. Brownlow,2068,2069,how s this you know him,i think i do i should by your description we shall see many people are singularly like each other it may not be the same,Mr. Brownlow; Rose Maylie,F,major,M,major,OliverTwist
Mr. Brownlow,Nance,2073,2074,you will not persist in saying that think now tell me,nothing sir you can do nothing to help me i am past all hope indeed,Nance; Rose Maylie,M,major,F,major,OliverTwist
Nance,Mr. Brownlow,2074,2075,nothing sir you can do nothing to help me i am past all hope indeed,you put yourself beyond its pale the past has been a dreary waste with you of youthful energies mis spent and such priceless treasures lavished as the creator bestows but once and never grants again but for the future you may hope i do not say that it is in our power to offer you peace of heart and mind for that must come as you seek it but a quiet asylum either in england or if you fear to remain here in some foreign country it is not only within the compass of our ability but our most anxious wish to secure you before the dawn of morning before this river wakes to the first glimpse of day light you shall be placed as entirely beyond the reach of your former associates and leave as utter an absence of all trace behind you as if you were to disappear from the earth this moment come i would not have you go back to exchange one word with any old companion or take one look at any old haunt or breathe the very air which is pestilence and death to you quit them all while there is time and opportunity,Mr. Brownlow; Rose Maylie,F,major,M,major,OliverTwist
Mr. Brownlow,Rose Maylie,2075,2076,you put yourself beyond its pale the past has been a dreary waste with you of youthful energies mis spent and such priceless treasures lavished as the creator bestows but once and never grants again but for the future you may hope i do not say that it is in our power to offer you peace of heart and mind for that must come as you seek it but a quiet asylum either in england or if you fear to remain here in some foreign country it is not only within the compass of our ability but our most anxious wish to secure you before the dawn of morning before this river wakes to the first glimpse of day light you shall be placed as entirely beyond the reach of your former associates and leave as utter an absence of all trace behind you as if you were to disappear from the earth this moment come i would not have you go back to exchange one word with any old companion or take one look at any old haunt or breathe the very air which is pestilence and death to you quit them all while there is time and opportunity,she will be persuaded now she hesitates i am sure,Nance; Rose Maylie,M,major,F,major,OliverTwist
Rose Maylie,Mr. Brownlow,2076,2077,she will be persuaded now she hesitates i am sure,i fear not my dear,Mr. Brownlow; Nance,F,major,M,major,OliverTwist
Mr. Brownlow,Nance,2077,2078,i fear not my dear,no sir i do not i am chained to my old life i loathe and hate it now but i cannot leave it i must have gone too far to turn back and yet i don t know for if you had spoken to me so some time ago i should have laughed it off but this fear comes over me again i must go home,Nance; Rose Maylie,M,major,F,major,OliverTwist
Nance,Mr. Brownlow,2080,2081,home lady to such a home as i have raised for myself with the work of my whole life let us part i shall be watched or seen go go if i have done you any service all i ask is that you leave me and let me go my way alone,it is useless we compromise her safety perhaps by staying here we may have detained her longer than she expected already,Mr. Brownlow; Rose Maylie,F,major,M,major,OliverTwist
Mr. Brownlow,Nance,2081,2082,it is useless we compromise her safety perhaps by staying here we may have detained her longer than she expected already,yes yes you have,Nance; Rose Maylie,M,major,F,major,OliverTwist
Nance,Rose Maylie,2082,2083,yes yes you have,what can be the end of this poor creature s life,Mr. Brownlow; Rose Maylie,F,major,F,major,OliverTwist
Rose Maylie,Nance,2083,2084,what can be the end of this poor creature s life,what look before you lady look at that dark water how many times do you read of such as i who spring into the tide and leave no living thing to care for or bewail them it may be years hence or it may be only months but i shall come to that at last,Mr. Brownlow; Nance,F,major,F,major,OliverTwist
Nance,Rose Maylie,2084,2085,what look before you lady look at that dark water how many times do you read of such as i who spring into the tide and leave no living thing to care for or bewail them it may be years hence or it may be only months but i shall come to that at last,do not speak thus pray,Mr. Brownlow; Rose Maylie,F,major,F,major,OliverTwist
Rose Maylie,Nance,2085,2086,do not speak thus pray,it will never reach your ears dear lady and god forbid such horrors should good night good night,Mr. Brownlow; Nance,F,major,F,major,OliverTwist
Nance,Rose Maylie,2086,2087,it will never reach your ears dear lady and god forbid such horrors should good night good night,this purse take it for my sake that you may have some resource in an hour of need and trouble,Mr. Brownlow; Rose Maylie,F,major,F,major,OliverTwist
Rose Maylie,Nance,2087,2088,this purse take it for my sake that you may have some resource in an hour of need and trouble,no i have not done this for money let me have that to think of and yet give me something that you have worn i should like to have something no no not a ring your gloves or handkerchief anything that i can keep as having belonged to you sweet lady there bless you god bless you good night good night,Mr. Brownlow; Nance,F,major,F,major,OliverTwist
Nance,Rose Maylie,2088,2089,no i have not done this for money let me have that to think of and yet give me something that you have worn i should like to have something no no not a ring your gloves or handkerchief anything that i can keep as having belonged to you sweet lady there bless you god bless you good night good night,hark did she call i thought i heard her voice,Mr. Brownlow; Rose Maylie,F,major,F,major,OliverTwist
Rose Maylie,Mr. Brownlow,2089,2090,hark did she call i thought i heard her voice,no my love she has not moved and will not till we are gone,Mr. Brownlow,F,major,M,major,OliverTwist
Bill Sikes,Fagin,2092,2093,there take care of that and do the most you can with it it s been trouble enough to get i thought i should have been here three hours ago wot now wot do you look at a man so for damme he s gone mad i must look to myself here,no no it s not you re not the person bill i ve no no fault to find with you,Fagin,M,major,M,major,OliverTwist
Fagin,Bill Sikes,2093,2094,no no it s not you re not the person bill i ve no no fault to find with you,oh you haven t haven t you that s lucky for one of us which one that is don t matter,Bill Sikes,M,major,M,major,OliverTwist
Bill Sikes,Fagin,2094,2095,oh you haven t haven t you that s lucky for one of us which one that is don t matter,i ve got that to tell you bill will make you worse than me,Fagin,M,major,M,major,OliverTwist
Fagin,Bill Sikes,2095,2096,i ve got that to tell you bill will make you worse than me,aye tell away look sharp or nance will think i m lost,Bill Sikes,M,major,M,major,OliverTwist
Bill Sikes,Fagin,2096,2097,aye tell away look sharp or nance will think i m lost,lost she has pretty well settled that in her own mind already,Fagin,M,major,M,major,OliverTwist
Fagin,Bill Sikes,2097,2098,lost she has pretty well settled that in her own mind already,speak will you or if you don t it shall be for want of breath open your mouth and say wot you ve got to say in plain words out with it you thundering old cur out with it,Bill Sikes,M,major,M,major,OliverTwist
Bill Sikes,Fagin,2098,2099,speak will you or if you don t it shall be for want of breath open your mouth and say wot you ve got to say in plain words out with it you thundering old cur out with it,suppose that lad that s laying there,Fagin,M,major,M,major,OliverTwist
Fagin,Bill Sikes,2101,2102,suppose that lad was to peach to blow upon us all first seeking out the right folks for the purpose and then having a meeting with em in the street to paint our likenesses describe every mark that they might know us by and the crib where we might be most easily taken suppose he was to do all this and besides to blow upon a plant we ve all been in more or less of his own fancy not grabbed trapped tried earwigged by the parson and brought to it on bread and water but of his own fancy to please his own taste stealing out at nights to find those most interested against us and peaching to them do you hear me suppose he did all this what then,what then if he was left alive till i came i d grind his skull under the iron heel of my boot into as many grains as there are hairs upon his head,Bill Sikes,M,major,M,major,OliverTwist
Bill Sikes,Fagin,2102,2103,what then if he was left alive till i came i d grind his skull under the iron heel of my boot into as many grains as there are hairs upon his head,what if i did it i that knows so much and could hang so many besides myself,Fagin,M,major,M,major,OliverTwist
Fagin,Bill Sikes,2103,2104,what if i did it i that knows so much and could hang so many besides myself,i don t know i d do something in the jail that ud get me put in irons and if i was tried along with you i d fall upon you with them in the open court and beat your brains out afore the people i should have such strength that i could smash your head as if a loaded waggon had gone over it,Bill Sikes,M,major,M,major,OliverTwist
Bill Sikes,Fagin,2104,2105,i don t know i d do something in the jail that ud get me put in irons and if i was tried along with you i d fall upon you with them in the open court and beat your brains out afore the people i should have such strength that i could smash your head as if a loaded waggon had gone over it,you would,Fagin,M,major,M,major,OliverTwist
Fagin,Bill Sikes,2105,2106,you would,would i try me,Bill Sikes,M,major,M,major,OliverTwist
Bill Sikes,Fagin,2106,2107,would i try me,if it was charley or the dodger or bet or,Fagin,M,major,M,major,OliverTwist
Fagin,Bill Sikes,2107,2108,if it was charley or the dodger or bet or,i don t care who whoever it was i d serve them the same,Bill Sikes,M,major,M,major,OliverTwist
Bill Sikes,Fagin,2108,2109,i don t care who whoever it was i d serve them the same,bolter bolter poor lad he s tired tired with watching for her so long watching for her bill,Fagin,M,major,M,major,OliverTwist
Fagin,Bill Sikes,2109,2110,bolter bolter poor lad he s tired tired with watching for her so long watching for her bill,wot d ye mean,Bill Sikes; Noah Claypole,M,major,M,major,OliverTwist
Bill Sikes,Fagin,2110,2111,wot d ye mean,tell me that again once again just for him to hear,Fagin; Noah Claypole,M,major,M,major,OliverTwist
Fagin,Noah Claypole,2111,2112,tell me that again once again just for him to hear,tell yer what,Bill Sikes; Noah Claypole,M,major,M,major,OliverTwist
Noah Claypole,Fagin,2112,2113,tell yer what,that about nancy you followed her,Bill Sikes; Fagin,M,major,M,major,OliverTwist
Fagin,Noah Claypole,2117,2118,where she met two people,so she did,Bill Sikes; Noah Claypole,M,major,M,major,OliverTwist
Noah Claypole,Fagin,2118,2119,so she did,a gentleman and a lady that she had gone to of her own accord before who asked her to give up all her pals and monks first which she did and to describe him which she did and to tell her what house it was that we meet at and go to which she did and where it could be best watched from which she did and what time the people went there which she did she did all this she told it all every word without a threat without a murmur she did did she not,Bill Sikes; Fagin,M,major,M,major,OliverTwist
Fagin,Noah Claypole,2119,2120,a gentleman and a lady that she had gone to of her own accord before who asked her to give up all her pals and monks first which she did and to describe him which she did and to tell her what house it was that we meet at and go to which she did and where it could be best watched from which she did and what time the people went there which she did she did all this she told it all every word without a threat without a murmur she did did she not,all right that s just what it was,Bill Sikes; Noah Claypole,M,major,M,major,OliverTwist
Noah Claypole,Fagin,2120,2121,all right that s just what it was,what did they say about last sunday,Bill Sikes; Fagin,M,major,M,major,OliverTwist
Fagin,Noah Claypole,2121,2122,what did they say about last sunday,about last sunday why i told yer that before,Bill Sikes; Noah Claypole,M,major,M,major,OliverTwist
Noah Claypole,Fagin,2122,2123,about last sunday why i told yer that before,again tell it again,Bill Sikes; Fagin,M,major,M,major,OliverTwist
